trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-238704;27-01-2027;N-11262;QRIS;MCH-5423;Jayapura;5.436.886,36;2500
TRX-237898;11-03-2027;N-14953;livin;MCH-5483;Palembang;4.264.448;2500
TRX-240438;18-02-2027;N-12781;LIVIN;MCH-5060;Pontianak;6.196.202;6500
TRX-241816;15-01-2027;N-12680;ATM_LINK;MCH-5246;Yogyakarta;4.653.157;
TRX-235327;12-03-2027;N-11610;qris;MCH-5005;SBY;-3.518.019;0
TRX-243456;17-03-2027;N-14526;BI_FAST;MCH-5210;Palembang;3.458.154,41;
TRX-235786;06-02-2027;N-11662;ATM;MCH-5413;SBY;1.066.748;6500
TRX-239525;28-01-2027;N-14542;bifast;MCH-5389;Padang;9.396.440;2500
TRX-243587;13-03-2027;N-11976;BI_FAST;MCH-5460;Denpasar;6.621.430;0
TRX-244329;17-01-2027;N-14218;BIFAST;MCH-5246;Jayapura;5.928.978;0
TRX-242312;15-02-2027;N-11994;LIVIN;MCH-5243;Jkt Sel;-6.102.203;0
TRX-239095;22-03-2027;N-13103;QRIS;MCH-5350;Denpasar;813.199;6500
TRX-243257;10-02-2027;N-11354;ATM;MCH-5463;Denpasar;9.653.159;2500
TRX-237202;06-03-2027;N-13109;BI_FAST;MCH-5084;Makassar;8.606.750,28;2500
TRX-235704;12-01-2027;N-12955;LIVIN;MCH-5270;Yogyakarta;4.082.593;6500
TRX-244101;08-01-2027;N-13377;ATM;MCH-5185;Pontianak;-6.825.015;0
TRX-240897;03-03-2027;N-14648;LIVIN;MCH-5455;Balikpapan;7.661.443;0
TRX-243935;17-02-2027;N-13753;livin;MCH-5027;Balikpapan;3.965.864;6500
TRX-235665;21-01-2027;N-14538;ATM;MCH-5385;Padang;7.502.043;0
TRX-243799;30-12-2026;N-10555;livin;MCH-5063;Balikpapan;8.961.922;2500
TRX-236142;07-02-2027;N-12908;QRIS;;Jayapura;7.402.920;2500
TRX-238596;02-03-2027;N-12425;ATM_LINK;MCH-5187;Palembang;6.576.814;2500
TRX-242868;30-01-2027;N-12400;ATM_LINK;MCH-5101;Pekanbaru;1.730.159;6500
TRX-235929;15-02-2027;N-13023;QRIS;MCH-5421;Jkt Sel;823.397;2500
TRX-238530;24-03-2027;N-13883;qris;MCH-5242;Palembang;2.848.174;2500
TRX-237205;23-02-2027;N-11278;BIFAST;MCH-5120;Yogyakarta;2.758.378,44;6500
TRX-236003;29-12-2026;N-11312;bifast;;Makassar;9.217.215;0
TRX-236409;17-02-2027;N-14823;QRIS;MCH-5330;Palembang;5.603.817;0
TRX-236425;23-02-2027;N-12330;LIVIN;MCH-5360;Pekanbaru;3.198.367;0
TRX-237213;05-03-2027;N-10168;ATM;MCH-5358;Medan;2.757.183;2500
TRX-236547;02-03-2027;N-14655;QRIS;MCH-5345;Surabaya;2.189.434;0
TRX-244386;08-03-2027;N-10076;LIVIN;MCH-5336;Banjarmasin;9.675.738;2500
TRX-236075;01-03-2027;N-10930;ATM;MCH-5278;Balikpapan;9.482.007;2500
TRX-239088;01-01-2027;N-10747;ATM_LINK;MCH-5151;Yogyakarta;-9.350.740,59;2500
TRX-239613;26-02-2027;N-13057;ATM;MCH-5200;Palembang;9.848.146;0
TRX-244282;12-02-2027;N-12731;QRIS;MCH-5249;Jayapura;3.262.506;6500
TRX-237917;23-01-2027;N-11333;ATM;MCH-5076;Denpasar;5.730.430,52;2500
TRX-239194;03-02-2027;N-14511;QRIS;MCH-5325;Surabaya;-1.714.466;0
TRX-244114;12-01-2027;N-11027;BIFAST;MCH-5248;Pontianak;5.517.287;2500
TRX-240020;02-01-2027;N-10941;qris;MCH-5339;Balikpapan;9.839.671;0
TRX-235250;11-03-2027;N-13931;bifast;MCH-5073;Pekanbaru;1.707.268,06;0
TRX-236472;26-01-2027;N-11137;qris;MCH-5093;Pontianak;6.422.393;6500
TRX-244383;18-03-2027;N-13314;BIFAST;MCH-5454;Jakarta Selatan;1.512.973;
TRX-236352;02-03-2027;N-10792;BIFAST;MCH-5273;SBY;9.877.018;6500
TRX-237651;16-01-2027;N-11070;ATM_LINK;MCH-5393;Manado;3.250.721;2500
TRX-242732;21-01-2027;N-12622;bifast;MCH-5046;BDG;-9.556.875,80;0
TRX-241861;24-01-2027;N-10091;BIFAST;MCH-5084;Jkt Sel;1.295.289;
TRX-238693;28-02-2027;N-11842;ATM_LINK;MCH-5128;Balikpapan;4.996.220;0
TRX-238145;03-03-2027;;LIVIN;MCH-5297;Bandung;-33.368;6500
TRX-240237;21-01-2027;N-10618;ATM;MCH-5379;Semarang;4.449.009;2500
TRX-240738;04-02-2027;N-10610;ATM_LINK;MCH-5336;SBY;5.243.730;0
TRX-243907;26-02-2027;N-14740;ATM_LINK;MCH-5053;BDG;6.821.042;0
TRX-236871;27-01-2027;N-13355;ATM;MCH-5170;Jayapura;7.737.024;6500
TRX-239255;10-01-2027;N-11396;livin;MCH-5412;Palembang;9.252.762,97;0
TRX-235709;15-01-2027;N-12388;livin;MCH-5016;Semarang;8.139.141;0
TRX-236756;24-02-2027;N-14540;LIVIN;MCH-5416;Balikpapan;4.712.227;0
TRX-244674;28-01-2027;N-10202;qris;MCH-5047;Yogyakarta;6.342.265;6500
TRX-239788;03-01-2027;N-11526;livin;MCH-5480;Banjarmasin;6.962.804;0
TRX-243881;24-01-2027;N-11033;BI_FAST;MCH-5157;Bandung;9.289.354;0
TRX-237868;17-03-2027;N-13929;BIFAST;MCH-5463;Jayapura;2.146.511;2500
