trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-373456;14-02-2030;N-27827;QRIS;MCH-6314;Bandung;8.391.740;6500
TRX-366361;20-02-2030;N-11908;bifast;MCH-6300;Padang;8.191.497;6500
TRX-371502;28-03-2030;N-16445;ATM;MCH-6012;Banjarmasin;6.349.139;2500
TRX-369105;03-03-2030;N-15566;ATM;MCH-6449;Surabaya;7.458.034;6500
TRX-369645;31-13-2026;N-10516;ATM;MCH-5809;Jkt Sel;6.214.601;6500
TRX-365896;03-02-2030;N-23853;LIVIN;MCH-5853;Banjarmasin;201.113;6500
TRX-370234;21-02-2030;N-26450;livin;MCH-6649;Yogyakarta;6.458.639;0
TRX-371069;27-01-2030;N-21123;BI_FAST;MCH-5822;Jkt Sel;8.336.449;0
TRX-368039;20-02-2030;N-27233;ATM;MCH-5927;SBY;9.810.985;0
TRX-371288;29-01-2030;N-10994;ATM_LINK;MCH-5840;Pontianak;6.878.295;2500
TRX-372419;24-03-2030;N-24206;BI_FAST;MCH-6646;Pekanbaru;2.763.009;6500
TRX-373288;12-04-2030;N-17716;BI_FAST;MCH-6634;Palembang;124.094;0
TRX-372405;08-04-2030;N-18843;LIVIN;MCH-6334;BDG;9.808.548;2500
TRX-370306;19-03-2030;N-11863;qris;MCH-6703;Pekanbaru;1.052.325,93;6500
TRX-365138;08-03-2030;N-11011;BI_FAST;MCH-6739;Jakarta Selatan;1.863.417;2500
TRX-369373;04-02-2030;N-15862;qris;MCH-6151;Pontianak;3.689.649;0
TRX-374455;28-02-2030;N-22044;bifast;MCH-6781;Jayapura;2.195.119;0
TRX-367608;02-03-2030;N-15308;BI_FAST;MCH-6297;Denpasar;360.974;6500
TRX-369662;02-03-2030;N-12526;livin;MCH-6051;Padang;3.951.306;6500
TRX-371823;13-03-2030;N-15556;QRIS;MCH-6536;BDG;722.324;2500
TRX-372020;10-02-2030;N-15973;LIVIN;MCH-5032;Balikpapan;3.371.548,68;6500
TRX-367078;17-02-2030;N-14289;LIVIN;MCH-5295;Pekanbaru;9.755.416,05;6500
TRX-372245;27-03-2030;N-12358;BI_FAST;MCH-5577;Semarang;6.567.183;2500
TRX-373767;17-03-2030;N-27848;ATM_LINK;MCH-5754;Yogyakarta;296.766;0
TRX-368330;27-03-2030;N-16910;BI_FAST;MCH-5202;Banjarmasin;2.896.027;6500
TRX-370872;03-02-2030;N-11637;ATM;MCH-6325;Pekanbaru;7.541.504;0
TRX-374993;25-01-2030;N-11400;bifast;MCH-6438;Padang;6.521.853;6500
TRX-366419;09-02-2030;N-23876;LIVIN;MCH-5235;Jkt Sel;5.046.979;0
TRX-366181;06-03-2030;N-16655;QRIS;MCH-6364;BDG;1.926.328;2500
TRX-368846;04-02-2030;N-11390;ATM;MCH-5034;Makassar;1.352.806;2500
TRX-370569;16-03-2030;N-12203;BIFAST;MCH-5732;Jakarta Selatan;7.648.530;0
TRX-366578;23-03-2030;N-15201;BIFAST;MCH-5761;Manado;1.880.425;6500
TRX-366955;31-01-2030;N-23092;livin;MCH-5367;Medan;3.272.448;6500
