trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-316468;03-02-2029;N-21157;LIVIN;MCH-5331;Balikpapan;9.896.229;6500
TRX-322578;01-12-2028;N-12577;BI_FAST;MCH-5979;Makassar;900.632;0
TRX-323265;01-02-2029;N-16221;ATM_LINK;MCH-5373;Denpasar;7.857.834;0
TRX-320601;04-12-2028;N-13713;BIFAST;MCH-5501;Semarang;4.077.438;0
TRX-320783;26-11-2028;N-10814;BIFAST;MCH-5452;Makassar;4.121.603;6500
TRX-324436;06-02-2029;N-13701;;MCH-5735;SBY;4.860.223,35;0
TRX-315392;07-02-2029;N-11088;BIFAST;MCH-5138;Denpasar;2.115.120;6500
TRX-321022;11-01-2029;N-19614;QRIS;MCH-5419;BDG;7.701.438,38;0
TRX-320650;17-01-2029;N-14320;bifast;MCH-6045;Bandung;6.685.428;0
TRX-324703;22-11-2028;N-20278;ATM;MCH-5296;Palembang;9.358.571;2500
TRX-321340;19-11-2028;N-20255;livin;MCH-5932;BDG;670.489;6500
TRX-320732;05-12-2028;N-15826;LIVIN;MCH-5973;Medan;601.701;2500
TRX-318347;21-11-2028;N-11414;BIFAST;MCH-5462;Pontianak;7.088.473;6500
TRX-324065;09-12-2028;N-15104;BIFAST;MCH-5083;Makassar;3.890.457;0
TRX-323396;08-12-2028;N-20951;QRIS;MCH-5722;Palembang;6.621.907;6500
TRX-316509;04-02-2029;N-13962;livin;MCH-5144;Jakarta Selatan;4.044.213,63;2500
TRX-324008;31-01-2029;N-20623;ATM_LINK;MCH-6296;Semarang;-5.607.270;6500
TRX-317303;17-01-2029;N-18127;ATM_LINK;MCH-6106;Jayapura;5.351.934;2500
TRX-316381;30-11-2028;N-10833;livin;MCH-6257;Jayapura;9.056.282;6500
TRX-318024;12-12-2028;N-10968;bifast;MCH-5551;Balikpapan;7.436.178,66;2500
TRX-315729;25-01-2029;N-11465;LIVIN;MCH-5287;Pontianak;1.427.596,30;2500
TRX-324339;20-11-2028;N-13989;livin;MCH-6039;Medan;3.833.154;0
TRX-323619;04-12-2028;N-21470;BI_FAST;MCH-5041;Jkt Sel;2.961.979;6500
TRX-317774;11-02-2029;N-18465;BI_FAST;MCH-5117;Medan;9.265.186;6500
TRX-315648;25-12-2028;N-21604;livin;MCH-5199;BDG;5.543.097;0
TRX-324155;02-02-2029;N-15677;BI_FAST;MCH-5614;Balikpapan;6.435.622;6500
TRX-315117;15-01-2029;N-20274;BIFAST;MCH-5199;Medan;113.380;2500
TRX-316438;03-12-2028;N-21740;ATM_LINK;MCH-5188;Pontianak;7.404.180;0
TRX-320693;28-12-2028;N-12348;BI_FAST;MCH-5413;Medan;3.786.210;2500
TRX-322846;09-01-2029;N-15434;livin;MCH-5077;Balikpapan;-9.319.092;2500
TRX-315192;29-12-2028;N-14844;livin;MCH-5088;Semarang;3.348.225;2500
TRX-320505;09-12-2028;N-16417;QRIS;MCH-6300;BDG;9.813.701,71;6500
TRX-324241;12-12-2028;N-10896;ATM;MCH-6011;Medan;9.968.022;6500
TRX-324760;30-12-2028;N-18154;ATM;MCH-5840;Pekanbaru;1.374.649,62;2500
TRX-322621;27-12-2028;N-16302;qris;MCH-5452;Surabaya;9.366.765;2500
TRX-317156;09-01-2029;N-19845;ATM_LINK;MCH-5680;Jkt Sel;3.499.130;6500
TRX-319258;10-02-2029;N-15554;ATM;MCH-5730;Bandung;1.005.721;6500
TRX-323277;15-01-2029;N-15489;ATM;MCH-5522;Banjarmasin;3.068.061;0
TRX-320236;17-01-2029;N-21607;ATM;MCH-5185;SBY;409.008;2500
TRX-315205;27-11-2028;N-20454;BI_FAST;MCH-5748;Makassar;2.669.508,76;2500
TRX-319115;11-01-2029;N-16758;LIVIN;MCH-6181;BDG;6.827.793;6500
TRX-323411;28-11-2028;N-13104;ATM;MCH-5888;BDG;2.287.318;0
TRX-323867;23-11-2028;N-11313;QRIS;MCH-5357;Makassar;924.785;0
TRX-318493;24-11-2028;N-10397;ATM;MCH-5997;Pekanbaru;2.116.531;2500
TRX-317908;06-01-2029;N-22325;LIVIN;MCH-6083;Pontianak;753.612;0
TRX-319966;30-01-2029;N-14660;BI_FAST;MCH-6069;Medan;6.753.259;
TRX-321702;30-11-2028;N-15794;BIFAST;MCH-5553;Surabaya;2.795.349,76;6500
TRX-317957;01-02-2029;N-14392;livin;MCH-5320;SBY;8.803.397;6500
TRX-324628;24-12-2028;N-14858;BI_FAST;MCH-5419;Pontianak;2.766.054;6500
TRX-323696;21-12-2028;N-17901;qris;MCH-5957;Jayapura;-9.092.300,89;6500
TRX-315838;17-12-2028;N-18712;qris;MCH-6031;BDG;6.486.093;6500
TRX-317179;08-02-2029;N-17329;qris;MCH-5288;BDG;433.160,96;0
TRX-319828;05-12-2028;N-11935;bifast;MCH-5421;Bandung;7.606.459;2500
TRX-321955;29-11-2028;N-14261;ATM;MCH-6073;Makassar;2.029.338;0
TRX-321618;09-02-2029;N-21653;qris;MCH-6181;Medan;-7.097.809;2500
TRX-318633;06-01-2029;N-20906;livin;MCH-6244;Pekanbaru;1.130.015,90;6500
TRX-323436;03-02-2029;;ATM;MCH-5216;Makassar;5.108.844;6500
TRX-320974;23-12-2028;N-12599;qris;MCH-5984;Balikpapan;7.199.767,71;6500
TRX-321761;28-12-2028;N-22514;ATM_LINK;MCH-5951;Jayapura;5.580.979;2500
TRX-320697;17-12-2028;N-17695;ATM_LINK;MCH-5602;BDG;4.269.948;2500
TRX-319640;24-01-2029;N-17754;qris;MCH-5086;Jakarta Selatan;1.970.114;0
TRX-321428;31-12-2028;N-16928;QRIS;MCH-5356;Jakarta Selatan;-2.277.113;0
TRX-319945;10-02-2029;N-18327;livin;MCH-5193;Semarang;2.413.774;0
TRX-321317;08-01-2029;N-16555;BIFAST;MCH-5549;Medan;8.953.258;6500
TRX-323627;28-11-2028;N-10103;ATM;MCH-5740;Semarang;5.731.681,63;6500
TRX-322075;24-12-2028;N-12616;QRIS;MCH-5828;Manado;4.791.949;6500
TRX-323604;01-02-2029;N-14978;ATM_LINK;MCH-5525;Semarang;8.977.277;0
TRX-320160;11-12-2028;N-12358;bifast;MCH-5979;Jakarta Selatan;9.030.581,03;6500
TRX-319137;19-01-2029;N-21434;qris;MCH-5955;SBY;2.665.442;6500
TRX-316817;06-01-2029;N-19905;QRIS;MCH-5444;Bandung;9.264.414;2500
TRX-324571;15-12-2028;N-16372;ATM_LINK;MCH-6086;Pekanbaru;991.416;2500
TRX-319711;24-01-2029;N-10731;QRIS;MCH-5503;SBY;7.529.116,41;2500
TRX-317091;19-12-2028;N-10819;BI_FAST;MCH-6259;Jakarta Selatan;9.331.282;6500
TRX-318756;27-11-2028;N-12056;livin;MCH-5512;Padang;6.558.896;6500
TRX-319075;12-01-2029;N-12879;ATM_LINK;MCH-5401;SBY;4.868.687;6500
TRX-324867;18-01-2029;N-10967;BIFAST;MCH-5209;Makassar;9.028.543;2500
TRX-321638;12-12-2028;N-12120;QRIS;MCH-5617;Denpasar;21.247;2500
TRX-316773;08-12-2028;N-13963;ATM_LINK;MCH-5481;Semarang;7.905.908;0
TRX-315284;11-12-2028;N-12806;ATM;MCH-6031;Jayapura;6.281.504;6500
TRX-319154;11-02-2029;N-15862;;MCH-5513;Jakarta Selatan;5.613.122;0
TRX-316874;31-01-2029;N-13856;livin;MCH-5771;Surabaya;1.268.815;2500
TRX-320011;21-01-2029;N-18229;LIVIN;MCH-6297;Surabaya;1.464.277;2500
TRX-321119;28-11-2028;N-17670;BI_FAST;MCH-5592;Denpasar;4.544.896,83;2500
TRX-322344;30-12-2028;N-21042;ATM;MCH-5817;Jayapura;4.616.427;2500
TRX-322361;25-01-2029;N-11802;ATM;MCH-6087;Denpasar;7.366.165;2500
TRX-324733;06-01-2029;N-21958;LIVIN;MCH-5003;Palembang;9.552.457;2500
