merchant_code;nama_merchant;kategori
MCH-6301;Resto Sejahtera 6301;Kesehatan
MCH-6302;Toko Sejahtera 6302;Kesehatan
MCH-6303;Minimarket Mandiri 6303;Market
MCH-6304;Minimarket Indah 6304;Kesehatan
MCH-6305;Apotek Indah 6305;Market
MCH-6306;Minimarket Sentosa 6306;F&B
MCH-6307;Resto Abadi 6307;Electronics
MCH-6308;Minimarket Makmur 6308;Market
MCH-6309;Cafe Mandiri 6309;
MCH-6310;Toko Mandiri 6310;Kesehatan
MCH-6311;Klinik Indah 6311;F&B
MCH-6312;Apotek Indah 6312;Food & Beverage
MCH-6313;Minimarket Sejahtera 6313;Market
MCH-6314;Resto Jaya 6314;Electronics
MCH-6315;Bengkel Jaya 6315;Retail
MCH-6316;Klinik Jaya 6316;Electronics
MCH-6317;Toko Jaya 6317;Kesehatan
MCH-6318;Toko Sejahtera 6318;Electronics
MCH-6319;Resto Sejahtera 6319;Kesehatan
MCH-6320;Warung Jaya 6320;Electronics
MCH-6321;Minimarket Mandiri 6321;Electronics
MCH-6322;Resto Berkah 6322;Kesehatan
MCH-6323;Klinik Jaya 6323;
MCH-6324;Warung Berkah 6324;F&B
MCH-6325;Apotek Mandiri 6325;Kesehatan
MCH-6326;Toko Sejahtera 6326;Food & Beverage
MCH-6327;Klinik Indah 6327;Market
MCH-6328;Klinik Makmur 6328;F&B
MCH-6329;Warung Sejahtera 6329;Kesehatan
MCH-6330;Toko Sentosa 6330;Health
MCH-6331;Klinik Berkah 6331;Electronics
MCH-6332;Apotek Sejahtera 6332;Health
MCH-6333;Toko Indah 6333;
MCH-6334;Apotek Makmur 6334;Health
MCH-6335;Cafe Berkah 6335;Retail
MCH-6336;Cafe Sentosa 6336;Kesehatan
MCH-6337;Klinik Abadi 6337;Kesehatan
MCH-6338;Minimarket Sejahtera 6338;F&B
MCH-6339;Resto Jaya 6339;Retail
MCH-6340;Resto Jaya 6340;Kesehatan
MCH-6341;Minimarket Makmur 6341;Kesehatan
MCH-6342;Resto Makmur 6342;Retail
MCH-6343;Minimarket Sejahtera 6343;Health
MCH-6344;Klinik Abadi 6344;Food & Beverage
MCH-6345;Bengkel Sentosa 6345;Electronics
MCH-6346;Klinik Indah 6346;F&B
MCH-6347;Toko Makmur 6347;Food & Beverage
MCH-6348;Minimarket Mandiri 6348;Health
MCH-6349;Klinik Makmur 6349;Health
MCH-6350;Bengkel Berkah 6350;Retail
MCH-6351;Toko Mandiri 6351;Kesehatan
MCH-6352;Apotek Makmur 6352;Food & Beverage
MCH-6353;Cafe Jaya 6353;Retail
MCH-6354;Minimarket Abadi 6354;Health
MCH-6355;Bengkel Abadi 6355;Market
MCH-6356;Apotek Mandiri 6356;Electronics
MCH-6357;Klinik Indah 6357;Market
MCH-6358;Apotek Jaya 6358;F&B
MCH-6359;Klinik Jaya 6359;Market
MCH-6360;Cafe Sentosa 6360;
MCH-6361;Resto Mandiri 6361;F&B
MCH-6362;Klinik Abadi 6362;Electronics
MCH-6363;Minimarket Berkah 6363;Kesehatan
MCH-6364;Resto Mandiri 6364;F&B
MCH-6365;Bengkel Indah 6365;Kesehatan
MCH-6366;Cafe Abadi 6366;
MCH-6367;Minimarket Sentosa 6367;Health
MCH-6368;Warung Makmur 6368;Market
MCH-6369;Cafe Jaya 6369;Electronics
MCH-6370;Resto Jaya 6370;Retail
MCH-6371;Cafe Sejahtera 6371;Kesehatan
MCH-6372;Resto Mandiri 6372;Retail
MCH-6373;Toko Indah 6373;
MCH-6374;Bengkel Makmur 6374;Kesehatan
MCH-6375;Minimarket Jaya 6375;Kesehatan
MCH-6376;Bengkel Berkah 6376;Health
MCH-6377;Warung Indah 6377;Health
MCH-6378;Apotek Mandiri 6378;Electronics
MCH-6379;Bengkel Sentosa 6379;Market
MCH-6380;Minimarket Jaya 6380;
MCH-6381;Apotek Jaya 6381;Kesehatan
MCH-6382;Cafe Abadi 6382;Retail
MCH-6383;Minimarket Mandiri 6383;Food & Beverage
MCH-6384;Cafe Mandiri 6384;
MCH-6385;Resto Abadi 6385;Kesehatan
MCH-6386;Klinik Sejahtera 6386;Electronics
MCH-6387;Klinik Jaya 6387;Retail
MCH-6388;Minimarket Berkah 6388;Health
MCH-6389;Apotek Abadi 6389;Electronics
MCH-6390;Apotek Sentosa 6390;Health
MCH-6391;Klinik Sejahtera 6391;Market
MCH-6392;Toko Mandiri 6392;F&B
MCH-6393;Toko Mandiri 6393;Market
MCH-6394;Warung Sentosa 6394;Kesehatan
MCH-6395;Bengkel Abadi 6395;Market
MCH-6396;Toko Sejahtera 6396;Retail
MCH-6397;Toko Berkah 6397;
MCH-6398;Cafe Abadi 6398;Food & Beverage
MCH-6399;Resto Jaya 6399;Market
MCH-6400;Klinik Sentosa 6400;Market
