trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-325679;31-13-2026;N-14182;ATM;MCH-6117;Pekanbaru;6.528.986;0
TRX-329925;13-03-2029;N-19560;ATM;MCH-5709;Jkt Sel;5.424.516;2500
TRX-326665;11-04-2029;N-18608;ATM;MCH-5102;Pontianak;69.172;0
TRX-327098;22-04-2029;N-12708;ATM;MCH-6048;Balikpapan;2.704.881;0
TRX-333752;10-04-2029;N-18110;ATM_LINK;MCH-5521;Semarang;8.729.579;0
TRX-333587;21-03-2029;N-15329;ATM;MCH-5752;Makassar;8.233.229,30;2500
TRX-333911;09-03-2029;N-22689;BI_FAST;MCH-6158;Palembang;2.973.377;6500
TRX-330791;14-02-2029;N-17139;BIFAST;MCH-5739;Medan;4.483.087,42;6500
TRX-331728;15-04-2029;N-16877;LIVIN;MCH-6021;Makassar;1.022.701;2500
TRX-328671;11-04-2029;N-15134;BIFAST;MCH-5565;Pontianak;4.488.260;0
TRX-327791;16-04-2029;N-23052;ATM_LINK;MCH-5971;Jkt Sel;7.387.157,68;6500
TRX-329898;11-04-2029;N-16735;QRIS;MCH-5739;Pekanbaru;4.697.184,82;6500
TRX-325025;13-02-2029;N-21482;ATM_LINK;MCH-5638;Yogyakarta;2.400.140;
TRX-328244;27-02-2029;N-10600;ATM;MCH-6163;Bandung;1.818.582;2500
TRX-330216;27-02-2029;N-16292;QRIS;MCH-5561;Banjarmasin;-1.485.365;0
TRX-328930;07-03-2029;N-10718;livin;MCH-5638;Makassar;826.407,69;6500
TRX-328715;08-05-2029;N-23227;QRIS;MCH-6234;Jkt Sel;3.746.735;
TRX-329952;13-04-2029;N-20346;BIFAST;MCH-5552;Semarang;8.124.973,40;2500
TRX-327030;16-03-2029;N-19964;ATM_LINK;MCH-6270;BDG;4.769.747;2500
TRX-332516;20-03-2029;N-22823;bifast;MCH-5181;Palembang;5.670.153;6500
TRX-332196;11-04-2029;N-13048;qris;MCH-5464;Manado;2.015.840;0
TRX-334998;13-04-2029;N-20968;qris;MCH-5485;Pekanbaru;5.177.490;2500
TRX-331463;11-03-2029;N-13691;ATM;MCH-6215;Balikpapan;7.989.489,40;6500
TRX-331473;21-04-2029;N-21199;livin;MCH-5362;Manado;8.201.650,76;0
TRX-325021;10-04-2029;N-19290;qris;;Jakarta Selatan;9.036.787;0
TRX-332689;14-02-2029;N-19903;livin;MCH-5762;Semarang;2.204.711,36;2500
TRX-331400;13-04-2029;N-18847;BI_FAST;MCH-6323;Denpasar;7.150.272,90;6500
TRX-327194;17-03-2029;N-22872;ATM;MCH-6147;Medan;6.193.390,35;2500
TRX-325794;07-05-2029;N-20932;BIFAST;MCH-5830;SBY;9.333.005;
TRX-333666;04-03-2029;N-11617;BI_FAST;MCH-6386;Pekanbaru;9.921.767;6500
TRX-325555;01-04-2029;N-17238;ATM;MCH-5868;SBY;8.160.133;6500
TRX-329335;17-03-2029;N-10338;LIVIN;MCH-5532;Jayapura;7.556.969,89;0
TRX-327489;16-03-2029;N-10223;qris;MCH-6186;Manado;9.238.580;
TRX-331911;13-02-2029;N-23641;livin;MCH-6147;Surabaya;6.803.492;0
TRX-326583;08-04-2029;N-13837;ATM_LINK;MCH-6141;Padang;4.205.509;6500
TRX-333083;15-02-2029;N-22092;BIFAST;MCH-6154;Palembang;9.220.356;
TRX-326247;25-02-2029;N-17797;BIFAST;MCH-5209;Balikpapan;3.180.155;0
TRX-325838;03-03-2029;N-18132;BI_FAST;MCH-5748;Padang;3.190.674;2500
TRX-326107;19-04-2029;N-23737;livin;MCH-5615;Yogyakarta;3.162.227;6500
