merchant_code;nama_merchant;kategori
MCH-6901;Toko Berkah 6901;Health
MCH-6902;Cafe Makmur 6902;Retail
MCH-6903;Klinik Jaya 6903;Kesehatan
MCH-6904;Apotek Indah 6904;F&B
MCH-6905;Cafe Sentosa 6905;Retail
MCH-6906;Minimarket Mandiri 6906;Market
MCH-6907;Apotek Sejahtera 6907;
MCH-6908;Warung Indah 6908;F&B
MCH-6909;Apotek Sentosa 6909;Health
MCH-6910;Minimarket Abadi 6910;Electronics
MCH-6911;Toko Makmur 6911;Food & Beverage
MCH-6912;Warung Berkah 6912;Market
MCH-6913;Resto Sentosa 6913;Food & Beverage
MCH-6914;Cafe Berkah 6914;
MCH-6915;Apotek Makmur 6915;Electronics
MCH-6916;Klinik Makmur 6916;Health
MCH-6917;Toko Sejahtera 6917;Retail
MCH-6918;Toko Sentosa 6918;Food & Beverage
MCH-6919;Toko Indah 6919;F&B
MCH-6920;Cafe Jaya 6920;Health
MCH-6921;Minimarket Sejahtera 6921;Kesehatan
MCH-6922;Resto Indah 6922;F&B
MCH-6923;Klinik Mandiri 6923;F&B
MCH-6924;Minimarket Jaya 6924;Market
MCH-6925;Klinik Jaya 6925;Food & Beverage
MCH-6926;Minimarket Sentosa 6926;Electronics
MCH-6927;Bengkel Jaya 6927;Electronics
MCH-6928;Resto Berkah 6928;Electronics
MCH-6929;Apotek Sentosa 6929;Electronics
MCH-6930;Minimarket Sejahtera 6930;Food & Beverage
MCH-6931;Toko Abadi 6931;Retail
MCH-6932;Warung Berkah 6932;
MCH-6933;Cafe Sejahtera 6933;F&B
MCH-6934;Klinik Sejahtera 6934;Market
MCH-6935;Toko Indah 6935;
MCH-6936;Bengkel Jaya 6936;Food & Beverage
MCH-6937;Toko Indah 6937;Electronics
MCH-6938;Minimarket Mandiri 6938;Retail
MCH-6939;Toko Abadi 6939;Food & Beverage
MCH-6940;Bengkel Jaya 6940;Health
MCH-6941;Apotek Sejahtera 6941;Kesehatan
MCH-6942;Apotek Indah 6942;Market
MCH-6943;Minimarket Berkah 6943;
MCH-6944;Warung Mandiri 6944;
MCH-6945;Warung Indah 6945;Electronics
MCH-6946;Cafe Abadi 6946;Kesehatan
MCH-6947;Klinik Berkah 6947;
MCH-6948;Cafe Sentosa 6948;Electronics
MCH-6949;Minimarket Abadi 6949;Electronics
MCH-6950;Minimarket Makmur 6950;Food & Beverage
MCH-6951;Bengkel Sejahtera 6951;Kesehatan
MCH-6952;Resto Sentosa 6952;F&B
MCH-6953;Toko Berkah 6953;Health
MCH-6954;Apotek Makmur 6954;F&B
MCH-6955;Klinik Jaya 6955;
MCH-6956;Warung Abadi 6956;Electronics
MCH-6957;Warung Abadi 6957;Electronics
MCH-6958;Minimarket Abadi 6958;Kesehatan
MCH-6959;Toko Sentosa 6959;
MCH-6960;Cafe Indah 6960;Health
MCH-6961;Resto Mandiri 6961;
MCH-6962;Minimarket Abadi 6962;Retail
MCH-6963;Bengkel Abadi 6963;Food & Beverage
MCH-6964;Bengkel Sejahtera 6964;F&B
MCH-6965;Klinik Sentosa 6965;Electronics
MCH-6966;Warung Berkah 6966;Kesehatan
MCH-6967;Klinik Mandiri 6967;Retail
MCH-6968;Warung Makmur 6968;
MCH-6969;Cafe Sejahtera 6969;Health
MCH-6970;Toko Sejahtera 6970;Food & Beverage
MCH-6971;Apotek Jaya 6971;Kesehatan
MCH-6972;Toko Indah 6972;Food & Beverage
MCH-6973;Warung Makmur 6973;Retail
MCH-6974;Minimarket Jaya 6974;F&B
MCH-6975;Minimarket Makmur 6975;Kesehatan
MCH-6976;Klinik Mandiri 6976;F&B
MCH-6977;Toko Berkah 6977;Health
MCH-6978;Cafe Sejahtera 6978;Food & Beverage
MCH-6979;Minimarket Abadi 6979;Kesehatan
MCH-6980;Resto Sentosa 6980;F&B
MCH-6981;Warung Berkah 6981;Market
MCH-6982;Resto Berkah 6982;Market
MCH-6983;Cafe Makmur 6983;Retail
MCH-6984;Klinik Sejahtera 6984;Kesehatan
MCH-6985;Apotek Makmur 6985;Electronics
MCH-6986;Bengkel Makmur 6986;F&B
MCH-6987;Warung Sejahtera 6987;
MCH-6988;Bengkel Mandiri 6988;Electronics
MCH-6989;Cafe Sejahtera 6989;Kesehatan
MCH-6990;Minimarket Sentosa 6990;Electronics
MCH-6991;Cafe Sejahtera 6991;
MCH-6992;Resto Mandiri 6992;Kesehatan
MCH-6993;Minimarket Sentosa 6993;Food & Beverage
MCH-6994;Bengkel Makmur 6994;Kesehatan
MCH-6995;Toko Sejahtera 6995;Retail
MCH-6996;Minimarket Berkah 6996;F&B
MCH-6997;Cafe Berkah 6997;Electronics
MCH-6998;Bengkel Indah 6998;Kesehatan
MCH-6999;Klinik Jaya 6999;Kesehatan
MCH-7000;Resto Jaya 7000;Retail
