trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-377759;08-07-2030;N-26394;ATM_LINK;MCH-6516;Makassar;-608.026,91;6500
TRX-378777;09-05-2030;N-13836;qris;MCH-5903;Medan;500.643;6500
TRX-376420;09-07-2030;N-17336;qris;MCH-5705;Makassar;7.760.692;6500
TRX-383057;22-05-2030;N-26854;BIFAST;MCH-5593;Balikpapan;5.901.265;6500
TRX-383473;08-07-2030;N-20861;BI_FAST;MCH-5502;Pekanbaru;6.608.324;2500
TRX-382534;04-05-2030;N-28072;QRIS;MCH-6084;Manado;53.473;2500
TRX-375587;21-06-2030;N-28396;ATM_LINK;MCH-5410;Semarang;1.490.473;0
TRX-378856;30-05-2030;N-15179;ATM;MCH-6213;Semarang;4.497.434;6500
TRX-376023;11-05-2030;N-23904;qris;MCH-5759;Balikpapan;5.275.742;6500
TRX-378240;08-06-2030;N-10660;LIVIN;MCH-5234;Jkt Sel;1.962.371,84;0
TRX-376628;06-06-2030;N-15011;BI_FAST;MCH-5969;BDG;9.139.083;0
TRX-379398;20-04-2030;N-21273;ATM_LINK;MCH-5559;Denpasar;6.174.441;0
TRX-376379;03-06-2030;N-24098;BIFAST;MCH-6789;Banjarmasin;1.321.489,07;6500
TRX-384796;05-06-2030;N-10839;QRIS;MCH-6058;Medan;2.592.255;6500
TRX-375325;05-05-2030;N-13338;ATM_LINK;MCH-5553;Medan;9.448.094;2500
TRX-381351;03-05-2030;N-13552;ATM;MCH-6452;Surabaya;-6.927.026,52;2500
TRX-377096;30-06-2030;N-23286;qris;MCH-5139;Yogyakarta;5.417.376,41;6500
TRX-376304;29-06-2030;N-21210;LIVIN;MCH-6754;Palembang;271.070;0
TRX-378102;11-06-2030;N-18056;ATM;MCH-6748;Pekanbaru;3.443.268;6500
TRX-376375;23-04-2030;N-13071;QRIS;MCH-6748;Palembang;6.093.933,29;0
TRX-379149;18-06-2030;N-20340;BIFAST;MCH-6033;Jayapura;7.734.983;0
TRX-379505;23-06-2030;N-19156;BIFAST;MCH-6459;BDG;4.608.663,40;0
TRX-382129;11-05-2030;N-20337;ATM_LINK;MCH-6345;SBY;7.490.574,79;2500
TRX-375907;18-04-2030;N-20083;QRIS;MCH-6052;Pontianak;3.958.333;0
TRX-382655;11-05-2030;N-15132;LIVIN;MCH-6505;Pontianak;9.911.730;6500
TRX-382212;01-06-2030;N-25871;QRIS;MCH-5199;SBY;1.675.208;6500
TRX-375920;06-06-2030;N-21248;QRIS;MCH-5371;Palembang;6.274.118,90;6500
TRX-381648;22-04-2030;N-23711;LIVIN;MCH-6722;Yogyakarta;3.039.195;2500
TRX-384209;05-07-2030;N-19289;BI_FAST;MCH-5057;Jakarta Selatan;3.934.795;2500
TRX-383922;19-04-2030;N-11078;ATM;MCH-5113;Palembang;9.723.213;0
TRX-377325;20-04-2030;N-25968;LIVIN;MCH-6315;Jkt Sel;6.166.141,22;6500
TRX-375820;21-04-2030;N-16208;QRIS;MCH-6293;Medan;3.877.883;6500
TRX-375904;23-04-2030;N-19068;bifast;MCH-5904;Manado;3.991.000;0
TRX-380514;09-07-2030;N-28630;BIFAST;MCH-5622;SBY;6.416.493;2500
TRX-380151;29-04-2030;N-22949;livin;MCH-5974;Banjarmasin;825.688;6500
TRX-384303;21-06-2030;N-13080;qris;MCH-5541;Jakarta Selatan;6.293.710;6500
TRX-375032;20-05-2030;N-18277;bifast;MCH-5873;Pontianak;4.995.302,51;
TRX-375612;23-05-2030;N-12781;qris;MCH-5097;Manado;1.501.977,11;0
TRX-375974;25-04-2030;N-14411;QRIS;MCH-6752;Jakarta Selatan;9.954.202;2500
TRX-384660;18-05-2030;N-18666;BIFAST;MCH-6114;Pekanbaru;1.773.850;6500
TRX-376121;07-05-2030;N-23427;bifast;MCH-5782;Balikpapan;7.323.808;2500
TRX-375491;03-05-2030;N-28927;qris;MCH-5244;Bandung;6.206.167;6500
TRX-380389;20-04-2030;N-12199;BIFAST;MCH-6400;Jakarta Selatan;9.843.108,83;0
TRX-384723;01-06-2030;N-13545;QRIS;MCH-5448;Bandung;1.383.369;0
TRX-384448;16-05-2030;N-22304;ATM_LINK;MCH-6458;SBY;9.305.294;6500
TRX-378399;19-05-2030;N-10134;BIFAST;MCH-5862;Medan;4.524.348;2500
TRX-383169;24-05-2030;N-19462;BIFAST;MCH-6412;Surabaya;2.823.419,21;2500
TRX-383075;12-05-2030;N-21103;QRIS;MCH-5691;Yogyakarta;2.433.419;6500
TRX-382931;06-06-2030;N-14255;BIFAST;MCH-5135;Balikpapan;2.970.812;2500
TRX-378107;18-05-2030;N-15501;ATM_LINK;MCH-5018;Padang;2.138.956;2500
TRX-381577;27-06-2030;N-16268;bifast;MCH-5522;;2.080.069,96;6500
TRX-376317;09-07-2030;N-15764;livin;MCH-5886;Bandung;1.931.544;2500
