merchant_code;nama_merchant;kategori
MCH-6801;Resto Sentosa 6801;Health
MCH-6802;Bengkel Berkah 6802;Food & Beverage
MCH-6803;Klinik Makmur 6803;F&B
MCH-6804;Resto Jaya 6804;F&B
MCH-6805;Cafe Mandiri 6805;F&B
MCH-6806;Cafe Berkah 6806;Market
MCH-6807;Cafe Berkah 6807;Retail
MCH-6808;Bengkel Makmur 6808;Electronics
MCH-6809;Cafe Sejahtera 6809;
MCH-6810;Toko Berkah 6810;Retail
MCH-6811;Minimarket Indah 6811;Electronics
MCH-6812;Toko Berkah 6812;Kesehatan
MCH-6813;Toko Makmur 6813;F&B
MCH-6814;Bengkel Mandiri 6814;F&B
MCH-6815;Minimarket Abadi 6815;Market
MCH-6816;Resto Berkah 6816;Retail
MCH-6817;Toko Abadi 6817;
MCH-6818;Resto Makmur 6818;Electronics
MCH-6819;Cafe Berkah 6819;F&B
MCH-6820;Cafe Abadi 6820;Electronics
MCH-6821;Cafe Makmur 6821;Retail
MCH-6822;Warung Mandiri 6822;Kesehatan
MCH-6823;Resto Mandiri 6823;Health
MCH-6824;Apotek Mandiri 6824;Health
MCH-6825;Cafe Mandiri 6825;Market
MCH-6826;Toko Jaya 6826;Food & Beverage
MCH-6827;Apotek Berkah 6827;Health
MCH-6828;Resto Sejahtera 6828;Retail
MCH-6829;Warung Abadi 6829;F&B
MCH-6830;Warung Makmur 6830;Retail
MCH-6831;Toko Sejahtera 6831;
MCH-6832;Bengkel Abadi 6832;Health
MCH-6833;Bengkel Sejahtera 6833;Health
MCH-6834;Cafe Sejahtera 6834;F&B
MCH-6835;Resto Mandiri 6835;Food & Beverage
MCH-6836;Bengkel Jaya 6836;Food & Beverage
MCH-6837;Warung Jaya 6837;Retail
MCH-6838;Bengkel Abadi 6838;Food & Beverage
MCH-6839;Toko Sentosa 6839;Kesehatan
MCH-6840;Warung Sejahtera 6840;Health
MCH-6841;Toko Sejahtera 6841;Market
MCH-6842;Cafe Abadi 6842;
MCH-6843;Toko Sentosa 6843;Market
MCH-6844;Klinik Abadi 6844;Electronics
MCH-6845;Minimarket Berkah 6845;
MCH-6846;Klinik Makmur 6846;
MCH-6847;Warung Abadi 6847;Kesehatan
MCH-6848;Apotek Makmur 6848;Food & Beverage
MCH-6849;Bengkel Abadi 6849;Electronics
MCH-6850;Warung Abadi 6850;Electronics
MCH-6851;Toko Mandiri 6851;F&B
MCH-6852;Warung Berkah 6852;F&B
MCH-6853;Klinik Makmur 6853;F&B
MCH-6854;Warung Jaya 6854;Health
MCH-6855;Minimarket Sentosa 6855;Food & Beverage
MCH-6856;Minimarket Sentosa 6856;Food & Beverage
MCH-6857;Apotek Indah 6857;Electronics
MCH-6858;Resto Sentosa 6858;Kesehatan
MCH-6859;Resto Sentosa 6859;F&B
MCH-6860;Apotek Indah 6860;
MCH-6861;Bengkel Indah 6861;Market
MCH-6862;Klinik Indah 6862;Retail
MCH-6863;Bengkel Makmur 6863;Retail
MCH-6864;Warung Abadi 6864;Food & Beverage
MCH-6865;Bengkel Jaya 6865;Electronics
MCH-6866;Warung Makmur 6866;Electronics
MCH-6867;Toko Sentosa 6867;Electronics
MCH-6868;Bengkel Jaya 6868;Market
MCH-6869;Warung Abadi 6869;Retail
MCH-6870;Bengkel Makmur 6870;
MCH-6871;Resto Makmur 6871;Electronics
MCH-6872;Cafe Abadi 6872;Electronics
MCH-6873;Minimarket Sentosa 6873;
MCH-6874;Warung Sejahtera 6874;Electronics
MCH-6875;Cafe Makmur 6875;Market
MCH-6876;Bengkel Abadi 6876;Kesehatan
MCH-6877;Bengkel Indah 6877;Retail
MCH-6878;Resto Jaya 6878;Market
MCH-6879;Minimarket Abadi 6879;Health
MCH-6880;Bengkel Jaya 6880;Retail
MCH-6881;Bengkel Mandiri 6881;Electronics
MCH-6882;Warung Sejahtera 6882;Electronics
MCH-6883;Resto Mandiri 6883;
MCH-6884;Warung Sejahtera 6884;Electronics
MCH-6885;Apotek Berkah 6885;F&B
MCH-6886;Cafe Indah 6886;Market
MCH-6887;Warung Sejahtera 6887;Food & Beverage
MCH-6888;Minimarket Berkah 6888;
MCH-6889;Resto Berkah 6889;Electronics
MCH-6890;Klinik Jaya 6890;Electronics
MCH-6891;Resto Mandiri 6891;Retail
MCH-6892;Cafe Sejahtera 6892;Kesehatan
MCH-6893;Toko Makmur 6893;F&B
MCH-6894;Klinik Mandiri 6894;Retail
MCH-6895;Klinik Berkah 6895;Retail
MCH-6896;Apotek Mandiri 6896;
MCH-6897;Klinik Indah 6897;Retail
MCH-6898;Cafe Mandiri 6898;Retail
MCH-6899;Klinik Berkah 6899;
MCH-6900;Minimarket Mandiri 6900;F&B
