trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-396199;18-12-2030;N-27648;BI_FAST;MCH-5286;Jakarta Selatan;1.279.436,31;2500
TRX-398923;12-12-2030;N-15453;qris;MCH-5558;Denpasar;1.040.276;6500
TRX-404627;18-10-2030;N-22833;ATM;MCH-6617;Pekanbaru;2.510.499;2500
TRX-400978;09-11-2030;N-22603;bifast;MCH-6798;BDG;3.501.657;0
TRX-404425;11-12-2030;N-24232;ATM_LINK;MCH-6594;Pontianak;9.253.358;0
TRX-401227;08-10-2030;N-15184;LIVIN;MCH-5365;Denpasar;5.915.939;2500
TRX-400272;20-12-2030;N-17949;QRIS;MCH-6698;SBY;85.991;0
TRX-398870;28-10-2030;N-26035;ATM;MCH-5901;Semarang;147.650;2500
TRX-397613;11-11-2030;N-13359;ATM_LINK;MCH-6401;Surabaya;2.684.968,40;0
TRX-400064;04-12-2030;N-22909;ATM_LINK;MCH-6322;Yogyakarta;3.956.917,96;2500
TRX-398659;18-11-2030;N-15917;QRIS;MCH-5028;Jakarta Selatan;8.808.818;6500
TRX-403903;28-11-2030;N-29105;BIFAST;MCH-7037;Padang;9.516.744,57;0
TRX-396846;19-10-2030;N-11881;qris;MCH-6627;Padang;6.725.231;2500
TRX-398272;10-11-2030;N-10536;qris;MCH-6207;Pontianak;5.438.100;6500
TRX-401038;29-11-2030;N-25681;QRIS;MCH-5853;Semarang;2.080.529,88;6500
TRX-398454;25-12-2030;N-14118;ATM_LINK;MCH-6036;SBY;5.918.303,01;6500
TRX-397741;20-11-2030;N-10652;ATM;MCH-6979;Jayapura;1.408.954;6500
TRX-398099;09-12-2030;N-22772;LIVIN;MCH-6958;Manado;6.253.025;2500
TRX-400459;29-12-2030;N-11126;BIFAST;MCH-5559;Yogyakarta;8.757.089;2500
TRX-400694;04-12-2030;N-23342;BIFAST;MCH-5115;Medan;9.930.719;6500
TRX-398043;06-11-2030;N-25075;qris;MCH-6777;Pekanbaru;831.103;6500
TRX-402489;04-11-2030;N-24049;livin;MCH-5103;Bandung;7.954.914;6500
TRX-397030;04-11-2030;N-22321;BIFAST;MCH-5968;Semarang;9.208.486;0
TRX-395578;06-11-2030;N-27520;livin;MCH-5895;SBY;933.423;0
TRX-404754;10-10-2030;N-27253;BIFAST;MCH-6451;Jakarta Selatan;2.518.507;6500
TRX-401355;16-11-2030;N-26982;BIFAST;MCH-7054;Jkt Sel;-2.392.111;6500
TRX-396809;31-12-2030;N-23970;QRIS;MCH-5918;Semarang;2.833.014;0
TRX-400255;13-12-2030;N-16191;LIVIN;MCH-6859;Yogyakarta;3.047.297,93;2500
TRX-402477;02-12-2030;N-17346;livin;MCH-5746;Denpasar;3.903.322;6500
TRX-396665;05-11-2030;N-15969;livin;MCH-5910;Banjarmasin;8.353.730;0
TRX-404314;13-10-2030;N-29823;bifast;MCH-7091;Pekanbaru;2.630.458;6500
TRX-401396;24-11-2030;N-30158;ATM;MCH-5758;SBY;9.100.553;6500
TRX-402257;17-11-2030;N-15161;QRIS;MCH-6159;Medan;6.973.104;6500
