merchant_code;nama_merchant;kategori
MCH-6101;Resto Indah 6101;F&B
MCH-6102;Toko Jaya 6102;Kesehatan
MCH-6103;Apotek Abadi 6103;
MCH-6104;Minimarket Mandiri 6104;Health
MCH-6105;Bengkel Berkah 6105;Electronics
MCH-6106;Warung Berkah 6106;Health
MCH-6107;Warung Makmur 6107;F&B
MCH-6108;Apotek Indah 6108;F&B
MCH-6109;Apotek Berkah 6109;Market
MCH-6110;Apotek Indah 6110;Retail
MCH-6111;Klinik Sejahtera 6111;Electronics
MCH-6112;Toko Berkah 6112;Health
MCH-6113;Bengkel Sejahtera 6113;Market
MCH-6114;Warung Berkah 6114;F&B
MCH-6115;Toko Sentosa 6115;Health
MCH-6116;Minimarket Abadi 6116;Electronics
MCH-6117;Minimarket Makmur 6117;Retail
MCH-6118;Minimarket Sejahtera 6118;Market
MCH-6119;Apotek Berkah 6119;Electronics
MCH-6120;Bengkel Indah 6120;Electronics
MCH-6121;Klinik Berkah 6121;
MCH-6122;Warung Makmur 6122;Food & Beverage
MCH-6123;Klinik Sentosa 6123;
MCH-6124;Bengkel Indah 6124;Electronics
MCH-6125;Minimarket Makmur 6125;Food & Beverage
MCH-6126;Minimarket Jaya 6126;F&B
MCH-6127;Warung Jaya 6127;Health
MCH-6128;Warung Sentosa 6128;Market
MCH-6129;Bengkel Jaya 6129;
MCH-6130;Bengkel Sejahtera 6130;Food & Beverage
MCH-6131;Resto Jaya 6131;Kesehatan
MCH-6132;Cafe Makmur 6132;
MCH-6133;Minimarket Berkah 6133;Retail
MCH-6134;Toko Jaya 6134;Retail
MCH-6135;Resto Sentosa 6135;Electronics
MCH-6136;Toko Sentosa 6136;Market
MCH-6137;Cafe Indah 6137;Food & Beverage
MCH-6138;Apotek Mandiri 6138;Electronics
MCH-6139;Minimarket Sejahtera 6139;F&B
MCH-6140;Klinik Berkah 6140;Market
MCH-6141;Bengkel Sejahtera 6141;Health
MCH-6142;Minimarket Sejahtera 6142;Health
MCH-6143;Bengkel Indah 6143;
MCH-6144;Cafe Abadi 6144;Retail
MCH-6145;Minimarket Sentosa 6145;Kesehatan
MCH-6146;Resto Jaya 6146;Electronics
MCH-6147;Klinik Mandiri 6147;Food & Beverage
MCH-6148;Minimarket Jaya 6148;Food & Beverage
MCH-6149;Resto Makmur 6149;
MCH-6150;Apotek Berkah 6150;Food & Beverage
MCH-6151;Klinik Indah 6151;
MCH-6152;Toko Sentosa 6152;Kesehatan
MCH-6153;Minimarket Sejahtera 6153;Kesehatan
MCH-6154;Bengkel Indah 6154;Electronics
MCH-6155;Warung Mandiri 6155;F&B
MCH-6156;Minimarket Jaya 6156;Market
MCH-6157;Warung Makmur 6157;Retail
MCH-6158;Toko Berkah 6158;Health
MCH-6159;Minimarket Berkah 6159;Market
MCH-6160;Apotek Jaya 6160;
MCH-6161;Klinik Jaya 6161;
MCH-6162;Toko Mandiri 6162;Health
MCH-6163;Apotek Indah 6163;F&B
MCH-6164;Toko Abadi 6164;Kesehatan
MCH-6165;Apotek Sentosa 6165;F&B
MCH-6166;Minimarket Jaya 6166;Retail
MCH-6167;Toko Mandiri 6167;Market
MCH-6168;Resto Indah 6168;Health
MCH-6169;Warung Mandiri 6169;Health
MCH-6170;Minimarket Sejahtera 6170;Kesehatan
MCH-6171;Cafe Makmur 6171;Electronics
MCH-6172;Klinik Indah 6172;Market
MCH-6173;Minimarket Abadi 6173;F&B
MCH-6174;Klinik Indah 6174;Health
MCH-6175;Minimarket Jaya 6175;Kesehatan
MCH-6176;Klinik Indah 6176;
MCH-6177;Minimarket Berkah 6177;Food & Beverage
MCH-6178;Minimarket Sentosa 6178;F&B
MCH-6179;Resto Jaya 6179;Market
MCH-6180;Klinik Berkah 6180;Kesehatan
MCH-6181;Minimarket Sejahtera 6181;Kesehatan
MCH-6182;Resto Makmur 6182;Market
MCH-6183;Cafe Berkah 6183;Kesehatan
MCH-6184;Toko Indah 6184;Kesehatan
MCH-6185;Cafe Mandiri 6185;Electronics
MCH-6186;Resto Mandiri 6186;Retail
MCH-6187;Apotek Sejahtera 6187;Retail
MCH-6188;Klinik Indah 6188;Market
MCH-6189;Resto Berkah 6189;Electronics
MCH-6190;Warung Sentosa 6190;Retail
MCH-6191;Bengkel Mandiri 6191;Electronics
MCH-6192;Toko Indah 6192;Electronics
MCH-6193;Apotek Berkah 6193;Food & Beverage
MCH-6194;Minimarket Mandiri 6194;Health
MCH-6195;Apotek Berkah 6195;Market
MCH-6196;Apotek Sentosa 6196;Market
MCH-6197;Minimarket Sejahtera 6197;Retail
MCH-6198;Minimarket Abadi 6198;Kesehatan
MCH-6199;Bengkel Berkah 6199;
MCH-6200;Minimarket Mandiri 6200;Health
