trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-213983;02-07-2026;N-11627;ATM_LINK;MCH-5107;Medan;-9.932.878;2500
TRX-210312;14-06-2026;N-11892;bifast;MCH-5138;Makassar;547.640;6500
TRX-213011;21-04-2026;N-10580;ATM;MCH-5177;Jakarta Selatan;3.911.216;0
TRX-205107;25-06-2026;N-10195;qris;MCH-5152;Pekanbaru;8.919.769;6500
TRX-212783;04-06-2026;N-11754;bifast;MCH-5171;Surabaya;2.869.087;6500
TRX-213409;01-06-2026;N-10795;ATM_LINK;MCH-5042;SBY;5.759.664;0
TRX-213261;25-04-2026;N-10206;LIVIN;MCH-5121;Pekanbaru;4.715.553;2500
TRX-207604;18-04-2026;N-11477;ATM;MCH-5170;Manado;4.201.541;0
TRX-208766;07-06-2026;N-10271;BI_FAST;MCH-5111;Jakarta Selatan;640.875;0
TRX-208868;17-06-2026;N-10821;BIFAST;MCH-5003;Makassar;3.537.137,38;6500
TRX-211439;20-05-2026;N-10627;livin;MCH-5017;Pontianak;172.796;2500
TRX-206013;20-04-2026;N-10259;BIFAST;MCH-5052;Jakarta Selatan;1.563.638;6500
TRX-214476;12-04-2026;N-10988;livin;MCH-5181;Medan;9.893.002;6500
TRX-209682;23-05-2026;N-11461;ATM;MCH-5103;Yogyakarta;9.965.109;6500
TRX-211140;10-06-2026;N-10580;livin;MCH-5184;Surabaya;5.057.218;0
TRX-206322;25-06-2026;N-10615;LIVIN;MCH-5180;Palembang;3.418.703;0
TRX-206492;12-06-2026;N-11948;ATM;MCH-5108;Manado;3.506.845;0
TRX-210962;;N-10120;BIFAST;MCH-5125;Manado;6.397.639;2500
TRX-205281;11-06-2026;N-11349;BI_FAST;MCH-5180;Makassar;3.282.848;6500
TRX-209241;13-05-2026;N-11009;qris;MCH-5177;Medan;6.039.946,55;0
TRX-211244;10-05-2026;N-10859;ATM_LINK;MCH-5013;Padang;6.236.322;0
TRX-214146;21-04-2026;N-11694;LIVIN;MCH-5157;Jkt Sel;9.319.724;2500
TRX-207480;15-05-2026;N-11678;QRIS;MCH-5150;Denpasar;5.863.075;2500
TRX-208223;02-06-2026;N-10437;bifast;MCH-5196;Surabaya;1.169.104;6500
TRX-211295;09-05-2026;N-11365;bifast;MCH-5041;Pontianak;3.764.468;2500
TRX-205420;19-05-2026;N-11457;qris;MCH-5022;Jkt Sel;4.076.398;0
TRX-213788;23-05-2026;N-10253;ATM_LINK;MCH-5036;Manado;8.070.173;6500
TRX-214900;01-07-2026;N-11711;ATM;MCH-5029;Makassar;4.454.376;2500
TRX-206957;19-06-2026;N-11561;BI_FAST;MCH-5147;Jkt Sel;698.743;0
TRX-214904;03-05-2026;N-10100;BIFAST;MCH-5023;Jayapura;6.947.057,33;0
TRX-206859;05-06-2026;N-10290;BI_FAST;MCH-5176;Bandung;8.216.940;6500
TRX-206442;03-06-2026;N-11835;ATM;MCH-5172;Pekanbaru;8.789.777;0
TRX-213041;19-05-2026;N-11727;ATM_LINK;MCH-5051;Pekanbaru;1.832.442;0
TRX-210243;13-05-2026;N-10269;QRIS;MCH-5096;SBY;515.054;0
TRX-213712;24-06-2026;N-10700;bifast;MCH-5038;Pontianak;3.267.000;0
TRX-214084;23-04-2026;N-11518;BIFAST;MCH-5059;Pontianak;6.741.244;6500
TRX-212256;31-13-2026;N-11967;bifast;MCH-5045;Jakarta Selatan;9.083.356;0
TRX-207797;18-06-2026;N-11955;bifast;MCH-5191;Medan;8.299.747,96;2500
TRX-210565;22-04-2026;N-11729;ATM;MCH-5063;Makassar;3.318.195;2500
TRX-212979;03-07-2026;N-11249;LIVIN;MCH-5029;Yogyakarta;3.275.757;2500
TRX-212013;28-04-2026;N-10513;LIVIN;MCH-5028;Banjarmasin;7.414.588;0
TRX-214296;25-06-2026;N-10275;BI_FAST;MCH-5177;Pontianak;-62.768;2500
TRX-209245;06-05-2026;N-11112;bifast;MCH-5125;Makassar;7.844.946;6500
TRX-210415;16-04-2026;N-10370;qris;MCH-5197;Jayapura;6.964.879;2500
TRX-206508;08-05-2026;N-11173;bifast;MCH-5107;Banjarmasin;2.848.033;6500
TRX-213681;20-04-2026;N-11078;BI_FAST;MCH-5154;Pontianak;-1.679.267;6500
TRX-213418;10-06-2026;N-11814;BIFAST;MCH-5031;Denpasar;3.928.228;6500
TRX-205788;24-04-2026;N-10866;qris;MCH-5177;Jayapura;6.384.793;2500
TRX-205121;02-05-2026;N-11876;qris;MCH-5113;Manado;4.607.569;2500
TRX-211337;18-04-2026;N-10272;LIVIN;MCH-5149;Makassar;7.499.452;2500
TRX-214713;25-05-2026;N-10874;ATM_LINK;MCH-5023;Jayapura;2.971.246;0
TRX-205943;18-05-2026;N-10223;QRIS;MCH-5139;Padang;8.900.054;2500
TRX-208559;27-06-2026;N-11286;qris;MCH-5045;Makassar;7.590.787;2500
