trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-291893;27-04-2028;N-19938;;MCH-5037;Pekanbaru;3.680.629;6500
TRX-288590;27-04-2028;N-16119;qris;MCH-5822;Medan;5.789.799;0
TRX-290265;05-03-2028;N-12361;LIVIN;MCH-5371;Jkt Sel;8.468.343;6500
TRX-286783;10-04-2028;N-12721;ATM;MCH-5636;Makassar;5.904.831;0
TRX-292868;26-05-2028;N-19058;BI_FAST;MCH-5598;Padang;739.573;6500
TRX-291944;27-04-2028;N-12026;QRIS;MCH-5095;BDG;7.487.839;0
TRX-290174;09-04-2028;N-16305;LIVIN;MCH-5937;Yogyakarta;7.677.768;
TRX-292251;05-04-2028;N-17897;ATM;MCH-5260;Pontianak;4.604.219,79;2500
TRX-290533;16-03-2028;N-18330;LIVIN;MCH-5901;Makassar;4.286.787;0
TRX-292291;;N-19031;livin;MCH-5767;Jayapura;5.617.461;2500
TRX-294356;25-05-2028;N-14188;BI_FAST;MCH-5212;Balikpapan;9.469.169;2500
TRX-289785;26-05-2028;N-10018;ATM_LINK;MCH-5991;Yogyakarta;3.706.775;2500
TRX-288750;19-03-2028;N-18348;livin;MCH-5965;BDG;4.180.795;0
TRX-286127;01-05-2028;N-20000;livin;MCH-5214;BDG;682.647,40;6500
TRX-294239;18-04-2028;N-17415;bifast;MCH-5110;Jakarta Selatan;4.548.989;6500
TRX-290320;29-05-2028;N-16524;BIFAST;MCH-5611;Jayapura;1.458.633,14;0
TRX-289923;07-03-2028;N-14351;QRIS;MCH-5732;Padang;4.267.436,70;2500
TRX-289945;05-04-2028;N-12429;QRIS;MCH-5131;Makassar;203.011;
TRX-286287;28-05-2028;N-16578;QRIS;MCH-5626;Palembang;7.553.483,84;2500
TRX-287497;09-05-2028;N-17454;qris;MCH-5339;Pekanbaru;1.943.098;0
TRX-293299;15-05-2028;N-13281;BIFAST;MCH-5142;Jkt Sel;6.539.857,66;2500
TRX-285684;09-05-2028;N-14025;LIVIN;MCH-5224;Manado;1.707.126;2500
TRX-288243;25-03-2028;N-10095;ATM_LINK;MCH-5847;Surabaya;5.422.797;0
TRX-291348;25-05-2028;N-15226;LIVIN;MCH-5645;Jkt Sel;8.711.797;6500
TRX-291425;25-04-2028;N-18572;bifast;MCH-5845;Jakarta Selatan;2.991.042;
TRX-290781;;N-10102;BIFAST;MCH-5819;SBY;9.503.373;6500
TRX-290422;25-04-2028;N-18079;BIFAST;MCH-5269;Yogyakarta;1.398.366;0
TRX-294901;26-03-2028;N-16853;qris;MCH-5623;Surabaya;6.486.066,78;0
