trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-347237;08-10-2029;N-19553;livin;MCH-6555;Semarang;805.372,30;6500
TRX-353865;30-09-2029;N-22393;QRIS;MCH-5077;Semarang;-8.284.010;0
TRX-354990;04-10-2029;N-13936;ATM;MCH-6054;Yogyakarta;5.993.526;0
TRX-349681;04-10-2029;N-10347;livin;MCH-5775;Surabaya;3.593.416;2500
TRX-351033;;N-19777;BI_FAST;MCH-5041;Pekanbaru;8.328.060;0
TRX-350503;14-09-2029;N-12752;QRIS;MCH-6103;BDG;5.831.118;6500
TRX-350930;13-09-2029;N-15713;BI_FAST;MCH-5619;Jkt Sel;1.442.386;
TRX-350251;27-08-2029;N-18051;BI_FAST;MCH-6513;BDG;820.853;0
TRX-349339;03-08-2029;N-25755;ATM_LINK;MCH-5484;Manado;9.864.906;0
TRX-348665;23-09-2029;N-20037;BIFAST;MCH-6588;Surabaya;4.972.183;2500
TRX-352320;23-08-2029;N-19474;bifast;MCH-5783;Jkt Sel;4.519.001;2500
TRX-353747;15-08-2029;N-18584;ATM;MCH-5338;Jayapura;6.294.989,57;0
TRX-352436;03-08-2029;N-16824;;MCH-5162;Banjarmasin;6.615.316;2500
TRX-351080;18-09-2029;N-15872;livin;MCH-5455;Palembang;3.040.766;2500
TRX-353648;31-08-2029;N-18531;QRIS;MCH-6343;Denpasar;7.161.959;0
TRX-346188;24-08-2029;N-24112;BI_FAST;MCH-5094;Medan;9.185.920;2500
TRX-348873;12-08-2029;N-24368;BIFAST;MCH-5978;BDG;6.571.027;6500
TRX-350117;07-10-2029;N-24524;ATM;MCH-6319;Manado;211.639;6500
TRX-351239;18-10-2029;N-19207;qris;MCH-6388;Surabaya;8.936.402;0
TRX-347067;24-09-2029;N-18467;QRIS;MCH-5315;Surabaya;-1.344.443;
TRX-348970;23-09-2029;N-21496;BI_FAST;MCH-5366;Medan;9.318.599;2500
TRX-345644;03-09-2029;N-25410;BIFAST;MCH-5508;Jayapura;935.855;0
TRX-345799;05-08-2029;N-12203;bifast;MCH-5162;Makassar;3.564.924;0
TRX-346999;08-10-2029;N-20343;LIVIN;MCH-5696;Pontianak;2.359.515;0
TRX-350076;;N-15882;ATM_LINK;MCH-5776;BDG;586.379,19;2500
TRX-353439;06-08-2029;N-18522;QRIS;MCH-5451;Surabaya;2.550.764;6500
TRX-345503;11-09-2029;N-10030;ATM;MCH-6321;Bandung;4.589.063;2500
TRX-345659;05-09-2029;N-15601;qris;MCH-6464;Surabaya;4.424.957;2500
TRX-353247;14-10-2029;N-22878;livin;MCH-5164;Jayapura;8.452.001;0
TRX-352501;10-08-2029;N-13904;ATM;MCH-5008;SBY;1.939.147;2500
TRX-349001;31-13-2026;N-18241;qris;MCH-5579;Palembang;989.073;2500
TRX-352626;05-08-2029;N-10130;QRIS;MCH-6220;Surabaya;7.207.925;2500
TRX-352965;21-08-2029;N-24243;BIFAST;MCH-5798;BDG;4.681.081;6500
TRX-345124;02-10-2029;N-13873;BIFAST;MCH-6457;Jayapura;8.486.915;
TRX-345729;27-10-2029;N-24621;ATM;MCH-5711;Pekanbaru;4.645.568;6500
TRX-350062;;N-18824;LIVIN;MCH-5703;Palembang;2.087.354;6500
TRX-353603;12-09-2029;N-19931;ATM;MCH-6539;Bandung;5.981.941;6500
TRX-354520;04-09-2029;N-25448;BI_FAST;MCH-5971;BDG;5.366.669;0
TRX-351551;23-09-2029;N-16403;BI_FAST;MCH-6009;SBY;8.874.065;6500
TRX-345153;30-09-2029;N-10670;ATM;MCH-6075;Palembang;6.336.503;2500
TRX-354268;22-08-2029;N-16405;BIFAST;MCH-5567;Pekanbaru;7.268.370;6500
TRX-349893;14-09-2029;N-20191;LIVIN;MCH-5697;Balikpapan;2.715.111;2500
TRX-347535;07-09-2029;N-19863;ATM_LINK;MCH-5296;Denpasar;4.623.776;0
TRX-351583;26-09-2029;N-25873;ATM_LINK;MCH-5502;Medan;4.890.944;0
TRX-349299;28-08-2029;N-17432;bifast;MCH-5375;Jayapura;3.204.332;2500
TRX-350327;07-08-2029;N-24601;BI_FAST;MCH-6591;Bandung;2.392.005;0
TRX-346164;06-09-2029;N-10633;ATM_LINK;MCH-5359;SBY;2.272.671;0
TRX-348634;24-10-2029;N-21490;QRIS;MCH-6187;Jayapura;5.286.341;6500
TRX-346563;18-09-2029;N-19976;ATM_LINK;MCH-5834;Palembang;1.655.642;6500
TRX-353497;21-08-2029;N-14889;qris;MCH-5731;Yogyakarta;588.659,96;2500
TRX-349274;04-09-2029;N-18161;livin;MCH-6473;Pekanbaru;9.919.785,34;0
TRX-354530;29-08-2029;N-11565;ATM_LINK;MCH-5544;Bandung;90.411,17;0
