trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-252799;14-05-2027;N-12503;BIFAST;MCH-5054;Jakarta Selatan;5.679.474,06;0
TRX-250330;;N-10422;LIVIN;MCH-5046;Pontianak;9.693.213;2500
TRX-253068;23-04-2027;N-10745;ATM_LINK;MCH-5191;Yogyakarta;9.709.721,68;0
TRX-246921;15-05-2027;N-12870;BI_FAST;MCH-5441;Banjarmasin;6.353.918;0
TRX-247290;15-06-2027;N-15055;QRIS;MCH-5026;Yogyakarta;1.159.780,17;6500
TRX-251258;30-03-2027;N-11029;LIVIN;MCH-5408;Yogyakarta;9.349.373;6500
TRX-253173;06-04-2027;N-11440;qris;MCH-5055;Pekanbaru;3.799.452;
TRX-254757;17-04-2027;N-11692;livin;MCH-5105;Denpasar;6.682.911;2500
TRX-246155;20-04-2027;N-10273;LIVIN;MCH-5546;Pekanbaru;5.660.678;6500
TRX-247820;15-06-2027;N-14977;bifast;MCH-5371;Yogyakarta;5.556.576,38;2500
TRX-251873;01-05-2027;N-11796;QRIS;MCH-5072;Jayapura;6.428.857,22;0
TRX-251643;31-05-2027;N-14371;livin;MCH-5374;BDG;171.869;0
TRX-251241;25-05-2027;N-14529;livin;MCH-5028;SBY;251.376;6500
TRX-245561;12-04-2027;N-12609;LIVIN;MCH-5322;Manado;3.694.771;0
TRX-253826;01-06-2027;N-12139;LIVIN;MCH-5235;Jayapura;-3.946.722;2500
TRX-250023;08-05-2027;N-13291;bifast;MCH-5055;Pontianak;3.053.233;2500
TRX-249474;12-04-2027;N-10440;BI_FAST;MCH-5272;Banjarmasin;185.335;6500
TRX-245934;02-04-2027;N-12263;bifast;MCH-5049;Banjarmasin;1.706.807;2500
TRX-245673;10-05-2027;N-10258;ATM;MCH-5112;Pekanbaru;4.869.271;6500
TRX-251721;14-04-2027;N-15832;qris;MCH-5524;Padang;1.363.096;0
TRX-245715;10-05-2027;N-13087;BIFAST;MCH-5229;Manado;5.937.546,98;0
TRX-249255;27-03-2027;N-14886;livin;MCH-5270;BDG;7.605.827;
TRX-254959;06-06-2027;N-13712;LIVIN;MCH-5239;Pekanbaru;7.474.065,42;2500
TRX-254749;04-05-2027;N-12473;livin;MCH-5117;Denpasar;3.742.571;0
TRX-248224;17-05-2027;N-15740;BI_FAST;MCH-5548;Palembang;4.951.062;6500
TRX-249367;31-05-2027;N-12502;qris;MCH-5260;Padang;1.940.457,85;6500
TRX-245621;27-04-2027;N-13659;qris;MCH-5301;Manado;5.636.329,28;6500
TRX-251817;31-05-2027;;bifast;MCH-5255;Palembang;6.309.323;6500
TRX-248641;28-04-2027;N-10460;ATM_LINK;MCH-5501;Pontianak;6.608.205;2500
TRX-248381;21-05-2027;N-15327;QRIS;MCH-5300;Palembang;634.707;2500
TRX-247779;25-04-2027;N-12105;ATM;MCH-5056;Palembang;1.466.065;6500
TRX-246938;28-04-2027;N-10880;LIVIN;MCH-5437;Jakarta Selatan;6.607.722;0
TRX-250615;19-05-2027;N-13658;ATM_LINK;MCH-5540;Jkt Sel;7.146.041;6500
TRX-246953;08-04-2027;N-15871;livin;MCH-5478;Medan;6.493.928;6500
TRX-249993;25-04-2027;N-14761;BIFAST;MCH-5210;Padang;7.893.225;0
TRX-249366;29-04-2027;N-14636;ATM_LINK;MCH-5598;Jakarta Selatan;9.275.313;6500
TRX-250088;06-05-2027;N-12711;ATM_LINK;MCH-5267;Jakarta Selatan;430.362,54;6500
TRX-254695;10-06-2027;N-10849;bifast;MCH-5484;Semarang;3.158.422;0
TRX-249879;08-04-2027;N-14121;ATM;MCH-5227;Bandung;5.084.118;2500
TRX-247574;28-05-2027;N-10654;BI_FAST;MCH-5434;Balikpapan;8.673.385;2500
TRX-251161;30-03-2027;N-11684;qris;MCH-5326;SBY;4.834.670,80;6500
TRX-246344;07-05-2027;N-11862;BI_FAST;MCH-5243;Yogyakarta;643.260;2500
TRX-253551;20-04-2027;N-11209;ATM;MCH-5031;Semarang;3.021.652;2500
TRX-253102;01-04-2027;N-12588;bifast;MCH-5471;Surabaya;7.242.288;2500
TRX-254430;11-04-2027;N-13586;QRIS;MCH-5252;Padang;3.560.713;6500
TRX-251042;31-13-2026;N-13620;BIFAST;MCH-5533;Palembang;6.404.831;0
TRX-254582;31-03-2027;N-13971;BI_FAST;MCH-5461;Jkt Sel;1.425.869;6500
TRX-254378;03-06-2027;N-11294;ATM;MCH-5516;Manado;2.007.476,22;0
TRX-246114;07-06-2027;N-14273;qris;MCH-5111;Medan;3.642.633;2500
TRX-245872;15-05-2027;N-11032;BI_FAST;MCH-5401;Surabaya;4.281.763;2500
TRX-252233;12-04-2027;N-15303;qris;MCH-5291;BDG;9.719.765,77;6500
TRX-248154;;N-10645;bifast;MCH-5046;Semarang;6.406.892;0
TRX-245181;16-05-2027;N-12539;bifast;MCH-5586;Jayapura;8.833.361,23;0
TRX-253639;05-04-2027;N-11140;livin;MCH-5258;Banjarmasin;8.760.114;6500
TRX-246529;07-05-2027;N-13409;ATM;MCH-5210;Denpasar;6.005.962;0
TRX-252688;09-04-2027;N-10257;BI_FAST;MCH-5433;Balikpapan;6.360.640;6500
TRX-252287;23-04-2027;N-13292;LIVIN;MCH-5197;;2.571.329;6500
TRX-250940;12-04-2027;N-14010;BI_FAST;MCH-5047;Yogyakarta;7.991.677,42;6500
TRX-248365;;N-14790;qris;MCH-5068;BDG;9.338.406;6500
TRX-247097;05-04-2027;N-14182;qris;MCH-5054;Makassar;9.342.864,40;0
TRX-249220;04-05-2027;N-13125;qris;MCH-5018;Yogyakarta;7.883.373;0
TRX-246100;14-05-2027;N-13332;BI_FAST;MCH-5575;Balikpapan;7.382.316;
TRX-250249;29-03-2027;N-10150;ATM;MCH-5042;Bandung;2.096.690;2500
TRX-253356;14-06-2027;N-12448;livin;MCH-5480;Banjarmasin;5.212.883;0
TRX-246817;01-04-2027;N-14982;BIFAST;MCH-5437;Medan;4.133.841;2500
TRX-251542;20-05-2027;N-15435;qris;MCH-5073;Banjarmasin;5.367.701,90;2500
TRX-253871;29-04-2027;N-10522;qris;MCH-5092;Yogyakarta;9.677.552;6500
TRX-254858;29-04-2027;N-11538;QRIS;MCH-5123;Yogyakarta;3.160.283;2500
TRX-249591;26-03-2027;N-13875;LIVIN;MCH-5145;Jkt Sel;7.520.887;0
TRX-249131;14-06-2027;N-13737;bifast;MCH-5025;Makassar;6.803.347;2500
TRX-247404;31-13-2026;N-12657;BI_FAST;MCH-5270;Jakarta Selatan;8.736.269;0
TRX-247782;11-04-2027;N-10183;BI_FAST;MCH-5144;Banjarmasin;5.572.254;2500
TRX-248800;12-04-2027;N-10113;BIFAST;MCH-5192;Yogyakarta;8.580.350;6500
TRX-245855;12-05-2027;N-13289;LIVIN;MCH-5561;BDG;4.083.363;2500
TRX-252356;12-06-2027;N-11884;QRIS;MCH-5546;Denpasar;-840.235;0
TRX-249425;11-06-2027;N-13047;qris;;Palembang;4.008.654,08;0
TRX-247341;21-04-2027;N-15303;ATM_LINK;MCH-5363;Banjarmasin;8.142.875;0
TRX-250265;01-04-2027;N-10302;BIFAST;MCH-5596;Bandung;1.398.098;6500
TRX-248476;11-04-2027;N-11705;ATM_LINK;MCH-5334;Surabaya;5.236.154,12;6500
TRX-245492;08-04-2027;N-13012;ATM_LINK;MCH-5371;Medan;5.026.025;2500
TRX-248610;12-04-2027;N-13424;ATM;;SBY;4.552.431;6500
TRX-246369;05-04-2027;N-15389;BIFAST;MCH-5253;Balikpapan;2.839.461;6500
TRX-248664;09-06-2027;N-13624;livin;MCH-5586;Denpasar;-6.942.142,34;6500
TRX-249215;16-05-2027;N-12904;LIVIN;MCH-5427;Banjarmasin;5.724.982;2500
TRX-250107;02-05-2027;N-11771;BI_FAST;MCH-5361;Jkt Sel;9.771.168;6500
TRX-253338;04-05-2027;N-14506;qris;MCH-5475;Jkt Sel;8.101.315;0
TRX-248877;03-05-2027;N-10223;livin;MCH-5070;Surabaya;6.480.775;0
TRX-247847;16-04-2027;N-15815;ATM_LINK;MCH-5149;Jkt Sel;9.388.973;6500
TRX-250990;21-04-2027;N-11859;livin;MCH-5188;Jkt Sel;-9.850.956;2500
TRX-250548;31-13-2026;N-13656;BIFAST;MCH-5031;Pekanbaru;8.907.149;0
TRX-254388;31-13-2026;N-12901;LIVIN;MCH-5597;BDG;7.009.764;2500
TRX-251000;04-04-2027;N-14914;ATM;MCH-5456;Padang;444.299,62;2500
TRX-245356;14-04-2027;N-12600;BI_FAST;MCH-5569;Balikpapan;5.330.088,13;6500
TRX-247008;18-05-2027;N-12780;QRIS;MCH-5260;Yogyakarta;8.822.902,60;0
TRX-251877;13-04-2027;N-10363;ATM_LINK;MCH-5460;Banjarmasin;3.619.149;2500
TRX-248246;19-05-2027;N-14966;BIFAST;MCH-5047;Balikpapan;1.504.076;6500
TRX-250647;06-06-2027;N-10979;bifast;MCH-5387;Makassar;449.753;2500
TRX-252011;30-05-2027;N-12018;bifast;MCH-5187;Palembang;6.382.145,42;0
TRX-246713;09-05-2027;N-11711;qris;MCH-5513;Pekanbaru;3.336.202;0
TRX-251468;29-04-2027;N-11164;BI_FAST;MCH-5147;Banjarmasin;4.653.663;2500
TRX-254509;30-04-2027;N-13263;LIVIN;MCH-5324;Jkt Sel;3.599.705;6500
TRX-252221;04-05-2027;N-12452;bifast;MCH-5577;Surabaya;6.367.881;6500
TRX-253142;26-03-2027;N-15537;ATM_LINK;MCH-5397;Medan;9.944.389;2500
TRX-250369;26-03-2027;N-13848;bifast;MCH-5504;Medan;6.866.893;6500
TRX-251783;08-06-2027;N-15304;ATM_LINK;MCH-5553;Pontianak;6.598.382;2500
TRX-253468;11-04-2027;N-14682;BI_FAST;MCH-5366;Pontianak;8.310.180;6500
TRX-249293;18-06-2027;N-12516;ATM;MCH-5021;Jakarta Selatan;7.744.135;0
TRX-247319;31-03-2027;N-10295;qris;MCH-5311;Semarang;5.934.892;6500
TRX-247096;04-05-2027;N-14839;qris;MCH-5578;Bandung;4.998.852;6500
TRX-247484;03-04-2027;N-15315;LIVIN;MCH-5555;Denpasar;1.003.747;2500
TRX-248176;19-05-2027;N-15860;bifast;MCH-5034;Balikpapan;3.490.648;2500
TRX-251333;31-13-2026;N-15922;qris;MCH-5122;Jakarta Selatan;25.457;2500
TRX-252703;26-03-2027;N-14948;LIVIN;MCH-5366;Yogyakarta;5.098.718;6500
TRX-249999;08-06-2027;N-12376;ATM;MCH-5007;Jayapura;499.073;2500
TRX-245104;22-04-2027;N-11663;ATM;MCH-5050;Pontianak;5.356.940;6500
TRX-249098;12-06-2027;N-14791;qris;MCH-5534;Denpasar;6.226.038;2500
TRX-251383;26-05-2027;N-11084;bifast;MCH-5245;Denpasar;6.168.791;2500
TRX-246669;18-04-2027;N-13341;BIFAST;MCH-5491;Yogyakarta;7.864.606,66;6500
TRX-248153;13-05-2027;N-11212;qris;MCH-5011;Jkt Sel;9.609.836,71;0
TRX-247285;27-04-2027;N-14223;livin;MCH-5530;Medan;6.355.667;2500
TRX-253530;17-05-2027;N-14619;ATM_LINK;MCH-5039;Pontianak;5.407.203,90;0
TRX-252445;16-04-2027;N-12223;BIFAST;MCH-5171;BDG;9.779.112;2500
TRX-250693;09-05-2027;N-14911;bifast;MCH-5265;Banjarmasin;7.070.723;0
TRX-247739;05-06-2027;N-14364;ATM_LINK;MCH-5300;Pekanbaru;7.431.565;0
TRX-250005;12-06-2027;N-11124;livin;MCH-5261;Semarang;6.324.331;0
TRX-254040;18-06-2027;N-13839;bifast;MCH-5148;Manado;9.454.978,54;6500
TRX-250901;20-05-2027;N-10342;BI_FAST;MCH-5214;Pekanbaru;8.160.498;6500
TRX-252310;31-13-2026;N-14103;LIVIN;MCH-5322;Yogyakarta;2.125.950;6500
TRX-245772;17-06-2027;N-15879;ATM_LINK;MCH-5472;Makassar;8.835.065;0
TRX-254964;15-05-2027;N-11050;LIVIN;MCH-5479;Manado;1.872.493;6500
TRX-248893;27-04-2027;N-12381;ATM;MCH-5117;Surabaya;941.134,02;2500
TRX-247792;02-05-2027;N-12406;bifast;MCH-5033;Bandung;3.922.129;6500
TRX-253878;12-06-2027;N-13092;ATM_LINK;MCH-5217;Jayapura;6.650.818;2500
TRX-254176;27-03-2027;N-14722;BI_FAST;MCH-5224;Denpasar;1.726.064;2500
TRX-249059;12-05-2027;N-10725;QRIS;MCH-5303;Jakarta Selatan;653.379;6500
TRX-252827;03-06-2027;N-12891;BIFAST;MCH-5408;Jayapura;8.496.439;2500
TRX-248034;17-04-2027;N-11800;BIFAST;MCH-5128;Balikpapan;9.317.285;6500
TRX-245509;15-04-2027;N-10765;ATM_LINK;MCH-5458;Surabaya;4.530.574;2500
TRX-250804;23-05-2027;N-10942;BI_FAST;MCH-5142;Pontianak;4.424.782;0
TRX-245360;06-06-2027;N-13136;BI_FAST;MCH-5577;;2.633.582;6500
TRX-245015;02-05-2027;N-14045;BIFAST;MCH-5216;Jakarta Selatan;1.416.322;6500
TRX-245674;19-04-2027;N-13874;qris;MCH-5399;Palembang;5.290.080;0
TRX-248827;17-06-2027;N-11468;LIVIN;MCH-5263;Jayapura;2.450.255;2500
TRX-247165;29-05-2027;N-14029;QRIS;MCH-5203;Jayapura;5.546.465;2500
TRX-254463;31-13-2026;N-13346;ATM_LINK;MCH-5552;Semarang;8.869.091;6500
TRX-251809;26-03-2027;N-10449;LIVIN;MCH-5491;Pontianak;2.436.892;
TRX-247202;10-04-2027;N-15718;BI_FAST;MCH-5346;Yogyakarta;1.603.765;2500
TRX-254085;15-05-2027;N-13753;livin;MCH-5397;SBY;7.695.704;2500
TRX-254412;19-04-2027;N-11185;bifast;MCH-5435;Makassar;1.287.437;0
TRX-248109;04-04-2027;N-15723;ATM_LINK;MCH-5065;Surabaya;4.855.676;6500
TRX-254492;01-04-2027;N-15430;BI_FAST;MCH-5069;Surabaya;4.435.728,14;6500
TRX-248521;17-06-2027;N-14456;livin;MCH-5434;Makassar;9.535.910;2500
TRX-247469;15-06-2027;N-13222;BI_FAST;MCH-5403;;6.226.340;6500
TRX-245553;12-05-2027;N-14999;ATM;MCH-5593;Denpasar;2.160.183;6500
TRX-245665;12-05-2027;N-11339;qris;MCH-5476;Banjarmasin;8.090.614;2500
TRX-247594;17-06-2027;N-14081;BIFAST;MCH-5048;BDG;5.128.911;0
TRX-253706;25-04-2027;N-11024;ATM_LINK;MCH-5357;Palembang;9.659.516;2500
TRX-245110;03-04-2027;N-12413;LIVIN;MCH-5024;Bandung;4.968.208;2500
TRX-250795;08-06-2027;N-10389;;MCH-5467;Pontianak;5.535.612;6500
TRX-248062;10-06-2027;N-10349;bifast;MCH-5091;Surabaya;4.367.599;2500
TRX-254151;22-04-2027;N-12092;ATM_LINK;MCH-5493;Surabaya;3.700.807,22;0
TRX-247860;14-05-2027;N-14501;BIFAST;MCH-5016;Jayapura;9.932.968;0
TRX-248078;31-13-2026;N-12421;BI_FAST;MCH-5453;Denpasar;2.639.681;2500
TRX-250584;17-04-2027;N-13355;BIFAST;MCH-5266;Jkt Sel;6.231.335;6500
TRX-250321;17-06-2027;N-13179;LIVIN;MCH-5234;Semarang;7.558.519;6500
TRX-248795;20-06-2027;N-12024;bifast;MCH-5139;Surabaya;670.477,43;
TRX-252263;29-04-2027;N-11581;ATM;MCH-5063;Banjarmasin;3.196.233;6500
TRX-247854;26-05-2027;N-11278;LIVIN;MCH-5540;Bandung;5.883.067;6500
TRX-250453;31-05-2027;N-15395;ATM_LINK;MCH-5107;Banjarmasin;7.803.781;2500
TRX-248855;17-05-2027;N-15142;qris;MCH-5084;SBY;2.722.562;0
TRX-245895;26-04-2027;N-14850;ATM;MCH-5201;Banjarmasin;1.878.456,10;
TRX-251599;10-06-2027;N-12252;bifast;MCH-5501;Padang;3.092.534;2500
TRX-249464;28-05-2027;N-11737;qris;MCH-5412;Manado;7.438.117;6500
TRX-250043;14-05-2027;N-10527;livin;MCH-5150;Padang;9.854.677,34;0
TRX-254250;08-05-2027;N-10594;livin;MCH-5591;SBY;9.301.966,41;6500
TRX-253624;14-06-2027;N-15103;bifast;MCH-5062;Jakarta Selatan;7.132.361;6500
TRX-247280;12-04-2027;N-13820;ATM;MCH-5376;Pekanbaru;8.267.255;6500
TRX-252605;06-04-2027;N-13309;qris;MCH-5472;Balikpapan;1.495.074;6500
TRX-250715;13-05-2027;N-13037;bifast;MCH-5291;Denpasar;8.727.566;0
TRX-253060;09-06-2027;N-11858;qris;MCH-5289;Balikpapan;8.749.098;6500
TRX-254802;27-05-2027;N-11607;livin;MCH-5024;Jkt Sel;2.212.020;0
TRX-246268;09-06-2027;N-13582;qris;MCH-5456;Bandung;8.444.839;6500
