trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-221868;01-10-2026;N-12863;BIFAST;MCH-5154;Jkt Sel;710.321,39;2500
TRX-219028;26-08-2026;N-10633;ATM_LINK;MCH-5182;Yogyakarta;4.553.040,04;0
TRX-217343;27-07-2026;N-10776;bifast;MCH-5148;Surabaya;3.637.013;2500
TRX-217954;29-09-2026;N-12057;BIFAST;MCH-5127;Surabaya;340.540;0
TRX-219880;21-07-2026;N-10655;BIFAST;MCH-5258;Makassar;2.283.243;2500
TRX-223316;11-08-2026;N-10325;BI_FAST;MCH-5120;Surabaya;9.263.494;0
TRX-222651;22-08-2026;N-11760;BI_FAST;MCH-5175;Semarang;2.190.403;6500
TRX-220830;14-09-2026;N-11387;BI_FAST;MCH-5193;Padang;3.251.185,86;6500
TRX-224050;28-09-2026;N-12038;QRIS;MCH-5020;Semarang;573.375,87;6500
TRX-221531;23-08-2026;N-10384;LIVIN;MCH-5057;Palembang;9.030.794,18;2500
TRX-223971;31-08-2026;N-11561;bifast;MCH-5160;Jakarta Selatan;3.950.894;6500
TRX-219196;16-07-2026;N-12904;ATM_LINK;MCH-5044;Palembang;5.622.552;0
TRX-224471;09-09-2026;N-10178;BIFAST;MCH-5115;Padang;1.293.660;0
TRX-220073;12-09-2026;N-11080;livin;MCH-5152;Surabaya;9.831.928;2500
TRX-216595;23-07-2026;N-12995;livin;MCH-5031;Manado;9.810.229;0
TRX-219470;21-09-2026;N-11722;BI_FAST;MCH-5191;Jayapura;5.064.328;2500
TRX-220584;07-08-2026;N-11549;BI_FAST;MCH-5122;Surabaya;1.325.821;
TRX-224257;29-07-2026;N-10560;QRIS;MCH-5077;Pekanbaru;4.238.173;0
TRX-218500;23-08-2026;N-11166;BI_FAST;MCH-5165;Medan;7.565.329;6500
TRX-220486;09-08-2026;N-11069;BI_FAST;MCH-5004;Pontianak;283.882;2500
TRX-224904;26-09-2026;N-12074;LIVIN;MCH-5002;Banjarmasin;5.477.713,97;2500
TRX-223734;10-07-2026;N-11549;BIFAST;MCH-5179;Padang;1.749.020;0
TRX-220765;03-08-2026;N-10196;BIFAST;MCH-5260;Banjarmasin;2.844.476;6500
TRX-219224;;N-11625;BI_FAST;MCH-5121;Medan;2.091.118;6500
TRX-215875;08-09-2026;N-12433;BI_FAST;MCH-5180;Padang;3.833.394;2500
TRX-219807;24-08-2026;N-11248;bifast;MCH-5153;Makassar;7.015.912;
TRX-216340;17-07-2026;N-11086;livin;MCH-5058;SBY;7.967.690,99;2500
TRX-215463;13-09-2026;N-11845;qris;;Yogyakarta;4.969.838;2500
TRX-215075;11-07-2026;N-10460;BI_FAST;MCH-5268;Jayapura;9.028.360;6500
TRX-217810;11-08-2026;N-11614;BI_FAST;MCH-5146;Makassar;5.889.989;2500
TRX-221014;11-07-2026;N-10752;BIFAST;MCH-5048;Jayapura;635.854;2500
TRX-219012;17-09-2026;N-12885;QRIS;MCH-5132;BDG;2.295.828;2500
TRX-218116;27-07-2026;N-12059;BIFAST;MCH-5055;Surabaya;8.731.342;0
TRX-224311;22-09-2026;N-10333;ATM_LINK;MCH-5203;Banjarmasin;7.927.019;0
TRX-223842;04-09-2026;N-10086;BIFAST;MCH-5248;Jkt Sel;6.521.481,15;2500
TRX-217138;15-09-2026;N-11441;BI_FAST;MCH-5211;Denpasar;3.831.567;2500
TRX-220611;01-10-2026;N-12721;ATM_LINK;MCH-5017;Denpasar;1.932.436;2500
TRX-218453;11-07-2026;N-11616;QRIS;MCH-5174;Pontianak;2.557.763,40;0
TRX-222913;23-07-2026;N-11923;BI_FAST;MCH-5213;Pekanbaru;7.186.009;6500
TRX-216562;18-09-2026;N-10779;QRIS;MCH-5109;SBY;7.579.760;2500
TRX-223130;26-07-2026;N-11881;ATM;MCH-5113;Semarang;7.313.793,74;2500
TRX-221162;18-09-2026;N-12595;ATM_LINK;MCH-5279;Palembang;9.243.874;2500
TRX-222680;10-07-2026;N-12673;ATM_LINK;MCH-5268;Palembang;4.609.483;2500
TRX-221055;11-07-2026;N-12344;QRIS;MCH-5125;Jkt Sel;4.649.263;6500
TRX-215538;27-07-2026;N-10777;QRIS;MCH-5278;Jkt Sel;3.404.471,05;2500
TRX-222617;24-09-2026;N-10510;livin;MCH-5052;Balikpapan;9.617.321;2500
TRX-223279;23-09-2026;N-10338;;MCH-5025;Bandung;2.420.567,73;2500
TRX-223701;09-07-2026;N-11608;qris;MCH-5293;Surabaya;9.838.584;6500
TRX-221252;27-08-2026;N-12471;BI_FAST;;Medan;1.117.948;2500
TRX-215389;09-09-2026;N-12550;ATM;MCH-5298;Palembang;8.076.364;6500
TRX-218812;14-09-2026;N-10826;livin;MCH-5177;Pekanbaru;8.844.090;0
TRX-222496;17-09-2026;N-11319;LIVIN;MCH-5165;Padang;2.965.034;
TRX-217395;06-08-2026;N-12693;QRIS;MCH-5110;Makassar;3.382.879;0
TRX-221508;17-09-2026;N-10894;ATM;MCH-5195;Padang;3.885.122;6500
TRX-221826;19-09-2026;N-12841;bifast;MCH-5245;Medan;9.170.054;2500
TRX-216359;22-07-2026;N-11663;bifast;MCH-5133;Denpasar;1.270.302;0
TRX-222039;03-09-2026;N-11832;bifast;MCH-5064;Yogyakarta;-3.973.748;0
TRX-223051;29-08-2026;N-11660;bifast;MCH-5098;Pontianak;8.350.642,03;6500
TRX-223092;31-07-2026;N-10720;QRIS;MCH-5099;Jayapura;7.369.367;0
TRX-219719;03-09-2026;N-11088;QRIS;MCH-5243;Medan;8.961.803;2500
TRX-219600;23-08-2026;N-10567;bifast;MCH-5079;Balikpapan;9.252.949;6500
TRX-217097;05-09-2026;N-11553;ATM;MCH-5017;Jayapura;345.517;6500
TRX-218950;29-08-2026;N-12777;BIFAST;MCH-5254;Balikpapan;1.533.732;0
TRX-221242;22-07-2026;N-10546;BI_FAST;MCH-5253;Jakarta Selatan;8.437.587;0
TRX-217970;11-07-2026;N-10579;livin;MCH-5256;Pontianak;2.681.927;0
TRX-217330;27-07-2026;N-12372;livin;MCH-5140;Medan;4.938.335;6500
TRX-220179;19-08-2026;N-11994;qris;MCH-5106;Medan;-7.033.821;6500
TRX-223623;19-09-2026;N-12629;BIFAST;MCH-5185;Manado;6.624.939;0
TRX-222384;31-07-2026;N-12554;BIFAST;MCH-5255;Semarang;8.911.344;6500
TRX-219232;19-07-2026;N-10634;livin;MCH-5234;Jayapura;4.316.825;2500
TRX-218842;16-09-2026;N-10137;ATM_LINK;MCH-5126;Denpasar;4.271.455;0
TRX-219126;12-07-2026;N-12603;LIVIN;MCH-5138;Palembang;5.145.789;0
TRX-223369;26-08-2026;N-11512;QRIS;MCH-5283;Yogyakarta;7.294.252,93;6500
TRX-218339;18-07-2026;N-12328;livin;MCH-5038;Balikpapan;7.834.925;6500
TRX-216469;30-08-2026;N-12866;ATM_LINK;MCH-5092;SBY;2.012.678;2500
TRX-215278;06-09-2026;N-12269;QRIS;MCH-5051;Bandung;9.445.484,90;6500
TRX-221809;08-07-2026;N-12839;bifast;MCH-5173;Balikpapan;2.928.225;6500
TRX-216627;09-09-2026;N-10203;BIFAST;MCH-5102;Balikpapan;9.178.899;6500
TRX-221286;28-07-2026;N-12465;BI_FAST;MCH-5113;Semarang;8.943.214;0
TRX-222129;08-08-2026;N-11285;ATM_LINK;MCH-5274;Yogyakarta;4.544.837;
TRX-218331;14-07-2026;N-11448;ATM;MCH-5026;Padang;2.686.968;6500
