trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-266709;27-09-2027;N-11488;LIVIN;MCH-5333;Yogyakarta;7.641.184,86;6500
TRX-265715;01-10-2027;N-10765;;MCH-5186;Manado;5.908.157;6500
TRX-273705;05-12-2027;N-11684;ATM_LINK;MCH-5234;Surabaya;2.754.998;6500
TRX-270024;18-10-2027;N-12534;LIVIN;MCH-5690;Jkt Sel;4.983.958;0
TRX-269264;07-10-2027;N-12100;bifast;MCH-5265;Denpasar;3.917.400;2500
TRX-268803;18-09-2027;N-17301;LIVIN;MCH-5285;Semarang;1.659.019;0
TRX-268026;26-10-2027;N-10553;QRIS;MCH-5767;Padang;4.262.402;2500
TRX-268518;30-10-2027;N-15129;bifast;MCH-5514;Jayapura;4.024.416;6500
TRX-266942;12-11-2027;N-14841;LIVIN;MCH-5541;BDG;2.855.899,30;6500
TRX-271678;18-10-2027;N-12064;qris;MCH-5608;Padang;6.034.277;6500
TRX-267566;18-11-2027;N-10978;BI_FAST;MCH-5333;Palembang;7.666.422;0
TRX-273430;11-10-2027;N-15133;livin;MCH-5078;Banjarmasin;7.945.303;2500
TRX-272528;13-11-2027;N-12386;LIVIN;MCH-5634;Balikpapan;1.300.838;
TRX-266430;08-10-2027;N-12433;LIVIN;MCH-5176;Medan;6.129.365;0
TRX-266247;12-10-2027;N-16339;BIFAST;MCH-5264;Semarang;3.489.212;2500
TRX-268995;23-11-2027;N-15475;LIVIN;MCH-5365;Jakarta Selatan;5.598.320;2500
TRX-270797;19-11-2027;N-17846;QRIS;MCH-5104;Jkt Sel;5.163.407;0
TRX-274799;19-10-2027;N-10015;qris;MCH-5141;Yogyakarta;6.540.500;2500
TRX-274005;01-11-2027;N-13727;LIVIN;MCH-5601;Manado;6.357.800;
TRX-267074;05-12-2027;N-11326;ATM_LINK;MCH-5057;Pekanbaru;-570.108;0
TRX-266128;30-11-2027;N-11292;LIVIN;MCH-5592;Bandung;4.427.827;6500
TRX-266384;20-09-2027;N-12901;qris;MCH-5249;Makassar;7.537.583;0
TRX-267974;26-09-2027;N-17269;BI_FAST;MCH-5670;BDG;1.987.796;6500
TRX-272098;11-10-2027;N-15224;BI_FAST;MCH-5193;Bandung;8.692.614;2500
TRX-274769;23-10-2027;N-11706;QRIS;MCH-5715;BDG;4.420.924;0
TRX-269022;03-12-2027;N-11295;livin;MCH-5707;Banjarmasin;2.229.499;6500
TRX-274250;13-10-2027;N-17668;BI_FAST;MCH-5771;Denpasar;8.387.499;0
TRX-267878;23-11-2027;N-17366;livin;MCH-5671;Banjarmasin;8.055.819;6500
TRX-269699;02-11-2027;N-15629;BI_FAST;MCH-5436;Pekanbaru;2.671.331;2500
TRX-267101;15-11-2027;N-14822;livin;MCH-5261;Jakarta Selatan;3.797.801;6500
TRX-266695;07-12-2027;N-16566;QRIS;MCH-5125;Jayapura;3.021.894;6500
TRX-267131;13-10-2027;N-16198;ATM_LINK;MCH-5366;Surabaya;5.684.201;2500
TRX-272929;18-10-2027;N-10136;BI_FAST;MCH-5277;Banjarmasin;6.595.734;0
TRX-270912;25-09-2027;N-15357;ATM;MCH-5787;Palembang;1.095.896;6500
TRX-266489;01-12-2027;N-10656;LIVIN;MCH-5199;Denpasar;6.323.309,29;0
TRX-270389;19-10-2027;N-10801;livin;MCH-5754;Bandung;9.770.709;2500
TRX-273274;27-10-2027;N-16456;bifast;MCH-5382;Padang;8.385.760,44;2500
TRX-273904;14-11-2027;N-13190;BIFAST;MCH-5239;Jakarta Selatan;4.194.663,47;6500
TRX-274744;19-11-2027;N-17668;BIFAST;MCH-5371;Banjarmasin;5.814.835;2500
TRX-274625;01-12-2027;N-10059;ATM;MCH-5417;Medan;9.946.513;6500
TRX-274277;08-10-2027;N-15363;QRIS;MCH-5724;Semarang;3.529.748;2500
TRX-273262;29-11-2027;N-10474;ATM_LINK;MCH-5461;Pontianak;9.471.251;6500
TRX-266289;05-11-2027;N-17148;BIFAST;MCH-5195;Jayapura;5.772.103,24;
TRX-270376;21-09-2027;N-17990;ATM;MCH-5684;Medan;1.950.220;0
TRX-268027;25-10-2027;N-15747;LIVIN;MCH-5131;Pekanbaru;1.175.750;2500
TRX-266146;08-12-2027;N-17338;qris;MCH-5436;Denpasar;2.040.495,45;6500
TRX-269954;17-11-2027;N-11282;BIFAST;MCH-5450;Makassar;8.824.995;6500
TRX-274517;09-10-2027;N-12238;BI_FAST;MCH-5351;Bandung;5.836.024;0
TRX-272430;17-09-2027;N-14125;ATM;MCH-5330;Palembang;693.396;6500
TRX-266548;05-12-2027;N-14562;bifast;MCH-5498;Manado;-8.191.720,33;
TRX-270878;30-11-2027;N-16780;QRIS;MCH-5658;Semarang;-5.386.425;0
TRX-272877;05-11-2027;N-13589;bifast;MCH-5145;BDG;7.698.783;0
TRX-273000;14-10-2027;N-13222;ATM;MCH-5013;Palembang;9.213.306;0
TRX-272971;27-11-2027;N-14481;ATM_LINK;MCH-5278;Manado;4.876.640;6500
TRX-266431;09-12-2027;N-12939;ATM;MCH-5741;Pontianak;5.975.881;6500
TRX-269548;06-12-2027;N-14417;BI_FAST;MCH-5704;Makassar;7.517.287;6500
TRX-266561;06-12-2027;N-11779;BI_FAST;MCH-5591;Denpasar;5.588.336;
TRX-265900;22-09-2027;N-11174;qris;MCH-5684;Denpasar;7.984.079,86;6500
TRX-268663;08-12-2027;N-12370;BI_FAST;MCH-5171;Yogyakarta;804.105,55;2500
TRX-272945;02-11-2027;N-11070;qris;MCH-5049;Balikpapan;8.038.953;6500
TRX-274922;27-11-2027;N-11852;qris;MCH-5011;Balikpapan;8.893.595,79;2500
TRX-271475;12-10-2027;N-16174;qris;MCH-5599;Jkt Sel;3.315.229;0
TRX-267500;18-10-2027;N-14435;qris;MCH-5535;Jayapura;7.488.442;0
