merchant_code;nama_merchant;kategori
MCH-5301;Warung Mandiri 5301;Kesehatan
MCH-5302;Resto Mandiri 5302;Electronics
MCH-5303;Resto Berkah 5303;
MCH-5304;Klinik Sentosa 5304;Kesehatan
MCH-5305;Warung Abadi 5305;F&B
MCH-5306;Resto Jaya 5306;F&B
MCH-5307;Warung Indah 5307;
MCH-5308;Minimarket Berkah 5308;Kesehatan
MCH-5309;Toko Mandiri 5309;Health
MCH-5310;Apotek Jaya 5310;Market
MCH-5311;Apotek Mandiri 5311;Market
MCH-5312;Resto Indah 5312;Electronics
MCH-5313;Apotek Indah 5313;Kesehatan
MCH-5314;Warung Sentosa 5314;
MCH-5315;Warung Mandiri 5315;Retail
MCH-5316;Klinik Makmur 5316;Market
MCH-5317;Cafe Sentosa 5317;Food & Beverage
MCH-5318;Klinik Berkah 5318;F&B
MCH-5319;Cafe Jaya 5319;F&B
MCH-5320;Cafe Indah 5320;Market
MCH-5321;Klinik Berkah 5321;Health
MCH-5322;Apotek Abadi 5322;Retail
MCH-5323;Resto Mandiri 5323;Electronics
MCH-5324;Resto Mandiri 5324;Market
MCH-5325;Minimarket Makmur 5325;Electronics
MCH-5326;Cafe Sentosa 5326;Retail
MCH-5327;Minimarket Indah 5327;Electronics
MCH-5328;Minimarket Abadi 5328;Retail
MCH-5329;Resto Sejahtera 5329;Food & Beverage
MCH-5330;Bengkel Sejahtera 5330;Market
MCH-5331;Warung Berkah 5331;Health
MCH-5332;Apotek Makmur 5332;
MCH-5333;Warung Indah 5333;Electronics
MCH-5334;Minimarket Sentosa 5334;Food & Beverage
MCH-5335;Toko Jaya 5335;Health
MCH-5336;Bengkel Sejahtera 5336;Kesehatan
MCH-5337;Apotek Sejahtera 5337;Retail
MCH-5338;Klinik Makmur 5338;F&B
MCH-5339;Toko Mandiri 5339;
MCH-5340;Minimarket Sejahtera 5340;Retail
MCH-5341;Bengkel Mandiri 5341;Health
MCH-5342;Resto Abadi 5342;Electronics
MCH-5343;Toko Jaya 5343;Market
MCH-5344;Warung Jaya 5344;Electronics
MCH-5345;Toko Mandiri 5345;
MCH-5346;Bengkel Jaya 5346;Health
MCH-5347;Klinik Sejahtera 5347;Market
MCH-5348;Apotek Sentosa 5348;Food & Beverage
MCH-5349;Warung Berkah 5349;Retail
MCH-5350;Cafe Sentosa 5350;Market
MCH-5351;Resto Indah 5351;Market
MCH-5352;Warung Sentosa 5352;Kesehatan
MCH-5353;Warung Sejahtera 5353;Food & Beverage
MCH-5354;Minimarket Mandiri 5354;Market
MCH-5355;Minimarket Indah 5355;
MCH-5356;Warung Indah 5356;Kesehatan
MCH-5357;Apotek Indah 5357;Retail
MCH-5358;Klinik Indah 5358;F&B
MCH-5359;Warung Sejahtera 5359;Market
MCH-5360;Klinik Jaya 5360;
MCH-5361;Klinik Abadi 5361;
MCH-5362;Warung Sentosa 5362;Kesehatan
MCH-5363;Minimarket Sejahtera 5363;Retail
MCH-5364;Cafe Abadi 5364;Electronics
MCH-5365;Toko Sentosa 5365;
MCH-5366;Klinik Jaya 5366;Electronics
MCH-5367;Klinik Makmur 5367;Electronics
MCH-5368;Cafe Jaya 5368;Health
MCH-5369;Resto Berkah 5369;Retail
MCH-5370;Cafe Berkah 5370;F&B
MCH-5371;Resto Mandiri 5371;Health
MCH-5372;Minimarket Abadi 5372;Health
MCH-5373;Resto Indah 5373;Health
MCH-5374;Resto Makmur 5374;Electronics
MCH-5375;Resto Berkah 5375;Kesehatan
MCH-5376;Bengkel Sentosa 5376;Electronics
MCH-5377;Warung Jaya 5377;Health
MCH-5378;Resto Sejahtera 5378;Electronics
MCH-5379;Minimarket Sejahtera 5379;Retail
MCH-5380;Minimarket Makmur 5380;Market
MCH-5381;Bengkel Mandiri 5381;F&B
MCH-5382;Bengkel Jaya 5382;F&B
MCH-5383;Apotek Berkah 5383;F&B
MCH-5384;Apotek Sejahtera 5384;
MCH-5385;Bengkel Mandiri 5385;Market
MCH-5386;Klinik Abadi 5386;Health
MCH-5387;Warung Berkah 5387;Kesehatan
MCH-5388;Klinik Jaya 5388;Kesehatan
MCH-5389;Warung Sejahtera 5389;Market
MCH-5390;Warung Jaya 5390;F&B
MCH-5391;Minimarket Jaya 5391;Food & Beverage
MCH-5392;Minimarket Makmur 5392;Health
MCH-5393;Minimarket Mandiri 5393;F&B
MCH-5394;Klinik Makmur 5394;Retail
MCH-5395;Apotek Sentosa 5395;Market
MCH-5396;Toko Indah 5396;F&B
MCH-5397;Bengkel Sejahtera 5397;F&B
MCH-5398;Cafe Sejahtera 5398;Food & Beverage
MCH-5399;Toko Sejahtera 5399;Food & Beverage
MCH-5400;Cafe Mandiri 5400;Retail
