merchant_code;nama_merchant;kategori
MCH-5601;Apotek Indah 5601;Kesehatan
MCH-5602;Minimarket Makmur 5602;Market
MCH-5603;Apotek Mandiri 5603;Electronics
MCH-5604;Klinik Jaya 5604;Health
MCH-5605;Resto Berkah 5605;Health
MCH-5606;Bengkel Indah 5606;Food & Beverage
MCH-5607;Toko Indah 5607;F&B
MCH-5608;Toko Abadi 5608;Market
MCH-5609;Klinik Jaya 5609;Market
MCH-5610;Toko Mandiri 5610;Retail
MCH-5611;Apotek Mandiri 5611;Health
MCH-5612;Apotek Berkah 5612;Kesehatan
MCH-5613;Resto Makmur 5613;Health
MCH-5614;Resto Jaya 5614;Market
MCH-5615;Resto Indah 5615;Health
MCH-5616;Klinik Abadi 5616;Health
MCH-5617;Bengkel Abadi 5617;
MCH-5618;Cafe Indah 5618;Retail
MCH-5619;Minimarket Indah 5619;Kesehatan
MCH-5620;Warung Indah 5620;Electronics
MCH-5621;Warung Mandiri 5621;Retail
MCH-5622;Klinik Jaya 5622;F&B
MCH-5623;Resto Sejahtera 5623;Retail
MCH-5624;Bengkel Makmur 5624;F&B
MCH-5625;Minimarket Mandiri 5625;Food & Beverage
MCH-5626;Apotek Abadi 5626;Retail
MCH-5627;Klinik Mandiri 5627;F&B
MCH-5628;Toko Sentosa 5628;Food & Beverage
MCH-5629;Toko Sentosa 5629;Health
MCH-5630;Apotek Jaya 5630;F&B
MCH-5631;Warung Abadi 5631;Kesehatan
MCH-5632;Minimarket Berkah 5632;Kesehatan
MCH-5633;Klinik Mandiri 5633;Health
MCH-5634;Warung Mandiri 5634;
MCH-5635;Bengkel Indah 5635;Retail
MCH-5636;Cafe Sejahtera 5636;
MCH-5637;Klinik Jaya 5637;Retail
MCH-5638;Resto Mandiri 5638;Retail
MCH-5639;Klinik Abadi 5639;Retail
MCH-5640;Apotek Sejahtera 5640;Electronics
MCH-5641;Resto Jaya 5641;Electronics
MCH-5642;Klinik Makmur 5642;
MCH-5643;Bengkel Sentosa 5643;
MCH-5644;Warung Indah 5644;F&B
MCH-5645;Minimarket Sentosa 5645;
MCH-5646;Cafe Jaya 5646;Electronics
MCH-5647;Apotek Mandiri 5647;Kesehatan
MCH-5648;Klinik Sejahtera 5648;Health
MCH-5649;Klinik Indah 5649;Kesehatan
MCH-5650;Warung Berkah 5650;
MCH-5651;Klinik Jaya 5651;Health
MCH-5652;Bengkel Sejahtera 5652;Market
MCH-5653;Warung Berkah 5653;Electronics
MCH-5654;Warung Berkah 5654;Food & Beverage
MCH-5655;Warung Jaya 5655;Market
MCH-5656;Warung Indah 5656;Health
MCH-5657;Cafe Indah 5657;Retail
MCH-5658;Bengkel Berkah 5658;Electronics
MCH-5659;Warung Indah 5659;F&B
MCH-5660;Warung Abadi 5660;Health
MCH-5661;Klinik Mandiri 5661;Electronics
MCH-5662;Resto Indah 5662;F&B
MCH-5663;Warung Sentosa 5663;Kesehatan
MCH-5664;Klinik Berkah 5664;Market
MCH-5665;Warung Abadi 5665;Market
MCH-5666;Minimarket Abadi 5666;Food & Beverage
MCH-5667;Warung Sentosa 5667;
MCH-5668;Klinik Sejahtera 5668;Health
MCH-5669;Cafe Mandiri 5669;Food & Beverage
MCH-5670;Klinik Abadi 5670;Retail
MCH-5671;Klinik Abadi 5671;F&B
MCH-5672;Minimarket Jaya 5672;Retail
MCH-5673;Bengkel Makmur 5673;Kesehatan
MCH-5674;Bengkel Sentosa 5674;
MCH-5675;Minimarket Sejahtera 5675;F&B
MCH-5676;Cafe Sejahtera 5676;F&B
MCH-5677;Cafe Indah 5677;
MCH-5678;Warung Berkah 5678;
MCH-5679;Resto Mandiri 5679;Retail
MCH-5680;Klinik Makmur 5680;
MCH-5681;Minimarket Makmur 5681;Retail
MCH-5682;Bengkel Mandiri 5682;Food & Beverage
MCH-5683;Apotek Sejahtera 5683;Health
MCH-5684;Bengkel Mandiri 5684;Food & Beverage
MCH-5685;Minimarket Berkah 5685;F&B
MCH-5686;Minimarket Makmur 5686;Food & Beverage
MCH-5687;Warung Sentosa 5687;Food & Beverage
MCH-5688;Klinik Indah 5688;
MCH-5689;Minimarket Indah 5689;F&B
MCH-5690;Apotek Mandiri 5690;F&B
MCH-5691;Warung Berkah 5691;Kesehatan
MCH-5692;Minimarket Makmur 5692;Electronics
MCH-5693;Cafe Abadi 5693;Health
MCH-5694;Toko Makmur 5694;Kesehatan
MCH-5695;Resto Jaya 5695;
MCH-5696;Minimarket Makmur 5696;Electronics
MCH-5697;Warung Berkah 5697;Health
MCH-5698;Cafe Sentosa 5698;Kesehatan
MCH-5699;Resto Indah 5699;Market
MCH-5700;Minimarket Makmur 5700;Electronics
